mel_peak_name	sim_peak_name	mel_chr	mel_TSS_start	mel_TSS_end	mel_gene	mel_strand	mel_peak_start	mel_peak_end	mel_dist	sim_chr	sim_TSS_start	sim_TSS_end	sim_gene	sim_strand	sim_peak_start	sim_peak_end	sim_dist	mel_width	sim_width	per_diff
peak_1835	peak_2154	2L	19454864	19454980	FBgn0032785	+	19455917	19456417	938	Scf_2L	18950553	18950680	FBgn0195558	+	18951607	18952075	928	500	468	0.06611570247933884
peak_1840	peak_2160	2L	19498167	19498237	FBgn0040268	+	19497972	19498620	0	Scf_2L	18993698	18993764	FBgn0195565	+	18993508	18994147	0	648	639	0.013986013986013986
peak_1841	peak_2161	2L	19508351	19508764	FBgn0032796	-	19508243	19508950	0	Scf_2L	19003627	19004081	FBgn0193174	-	19003545	19004264	0	707	719	0.016830294530154277
peak_1843	peak_2162	2L	19518823	19519159	FBgn0032798	+	19518652	19520003	0	Scf_2L	19013603	19014125	FBgn0195566	+	19013623	19014975	0	1351	1352	0.0007399186089530152
peak_1846	peak_2165	2L	19530089	19530305	FBgn0032801	-	19530006	19530394	0	Scf_2L	19025013	19025352	FBgn0193169	-	19024930	19025324	0	388	394	0.015345268542199489
peak_1847	peak_2167	2L	19533478	19533808	FBgn0053116	+	19533371	19533777	0	Scf_2L	19028344	19028669	FBgn0195569	+	19028228	19028638	0	406	410	0.00980392156862745
peak_1848	peak_2168	2L	19542467	19542816	FBgn0003231	+	19542038	19543296	0	Scf_2L	19036853	19037186	FBgn0013883	+	19036480	19037687	0	1258	1207	0.041379310344827586
peak_1856	peak_2176	2L	19577185	19577315	FBgn0005672	-	19575887	19577406	0	Scf_2L	19072918	19073045	FBgn0193167	-	19071609	19073131	0	1519	1522	0.0019730351857941467
peak_1858	peak_2178	2L	19580130	19580351	FBgn0032811	-	19580069	19580743	0	Scf_2L	19075822	19076079	FBgn0193166	-	19075761	19076432	0	674	671	0.0044609665427509295
peak_1859	peak_2179	2L	19582370	19582474	FBgn0032812	-	19582163	19582580	0	Scf_2L	19078047	19078197	FBgn0193165	-	19077840	19078257	0	417	417	0.0
peak_1861	peak_2181	2L	19587225	19587527	FBgn0000464	+	19587023	19587748	0	Scf_2L	19082912	19083270	FBgn0195579	+	19082783	19083494	0	725	711	0.019498607242339833
peak_1866	peak_2187	2L	19764069	19764136	FBgn0032820	-	19763646	19764334	0	Scf_2L	19222592	19222662	FBgn0193157	-	19222171	19222861	0	688	690	0.002902757619738752
peak_1870	peak_2192	2L	19795746	19795851	FBgn0004811	-	19795164	19795982	0	Scf_2L	19254750	19254928	FBgn0193154	-	19254219	19254973	0	818	754	0.08142493638676845
peak_1891	peak_2221	2L	20065598	20065679	FBgn0003978	-	20065603	20065807	0	Scf_2L	19518351	19518536	FBgn0270297	-	19518356	19518557	0	204	201	0.014814814814814815
peak_1894	peak_2225	2L	20072188	20072195	FBgn0032843	-	20071613	20074149	0	Scf_2L	19525071	19525081	FBgn0193141	-	19524377	19526978	0	2536	2601	0.02530659918240218
peak_1899	peak_2229	2L	20084734	20085070	FBgn0263773	-	20083425	20085716	0	Scf_2L	19537520	19537868	FBgn0193139	-	19536204	19538577	0	2291	2373	0.03516295025728988
peak_1902	peak_2232	2L	20093768	20093849	FBgn0032847	-	20093777	20094201	0	Scf_2L	19546715	19546808	FBgn0183701	-	19546724	19547148	0	424	424	0.0
peak_1906	peak_2237	2L	20134901	20134923	FBgn0032853	-	20134410	20136610	0	Scf_2L	19581719	19583114	FBgn0183699	-	19581228	19583509	0	2200	2281	0.03615264449899576
peak_1913	peak_2246	2L	20311218	20311819	FBgn0003475	+	20310724	20311564	0	Scf_2L	19742047	19742632	FBgn0195600	+	19741532	19742384	0	840	852	0.014184397163120567
peak_1914	peak_2249	2L	20349924	20350012	FBgn0011638	-	20349541	20350135	0	Scf_2L	19780367	19780465	FBgn0193130	-	19779984	19780575	0	594	591	0.005063291139240506
peak_1915	peak_2250	2L	20353966	20354067	FBgn0015803	+	20350327	20351126	-2841	Scf_2L	19780888	19781354	FBgn0195601	+	19780754	19781579	0	799	825	0.03201970443349754
peak_1918	peak_2251	2L	20399091	20399396	FBgn0032857	-	20399065	20399709	0	Scf_2L	19828963	19829240	FBgn0193127	-	19828937	19829601	0	644	664	0.03058103975535168
peak_1932	peak_2265	2L	20645821	20645960	FBgn0032870	+	20647375	20647884	1416	Scf_2L	20066423	20066556	FBgn0195618	+	20067964	20068476	1409	509	512	0.005876591576885406
peak_1933	peak_2266	2L	20650188	20650250	FBgn0032871	+	20650039	20650564	0	Scf_2L	20071205	20071296	FBgn0195620	+	20071098	20071610	0	525	512	0.02507232401157184
peak_1937	peak_2273	2L	20681618	20681846	FBgn0032876	-	20681251	20682165	0	Scf_2L	20102860	20103083	FBgn0193112	-	20102493	20103405	0	914	912	0.002190580503833516
peak_1938	peak_2274	2L	20682367	20682448	FBgn0032877	+	20682258	20683275	0	Scf_2L	20103518	20103680	FBgn0195623	+	20103496	20104527	0	1017	1031	0.013671875
peak_1941	peak_2278	2L	20714217	20714588	FBgn0014859	-	20714207	20715039	0	Scf_2L	20134161	20135261	FBgn0193111	-	20134868	20135693	0	832	825	0.008449004224502113
peak_1945	peak_2283	2L	20734910	20735090	FBgn0262743	+	20734813	20735817	0	Scf_2L	20155549	20155729	FBgn0183779	+	20155456	20156460	0	1004	1004	0.0
peak_1950	peak_2292	2L	20758143	20758663	FBgn0011202	+	20761024	20762655	2362	Scf_2L	20170896	20171417	FBgn0195627	+	20173671	20175322	2255	1631	1651	0.01218769043266301
peak_1951	peak_2294	2L	20787655	20787782	FBgn0032884	+	20787437	20788342	0	Scf_2L	20200158	20200277	FBgn0195629	+	20199919	20200830	0	905	911	0.006607929515418502
peak_1952	peak_2295	2L	20794118	20794146	FBgn0250785	-	20792666	20794468	0	Scf_2L	20206581	20206604	FBgn0193103	-	20205130	20206912	0	1802	1782	0.011160714285714286
peak_1955	peak_2299	2L	20797714	20798514	FBgn0032886	+	20798885	20799193	372	Scf_2L	20210332	20211142	FBgn0195630	+	20211488	20211809	347	308	321	0.04133545310015898
peak_1959	peak_2305	2L	20824433	20824493	FBgn0032889	+	20824358	20824931	0	Scf_2L	20237411	20237469	FBgn0195631	+	20237334	20237917	0	573	583	0.01730103806228374
peak_1960	peak_2306	2L	20829608	20829669	FBgn0051673	+	20829230	20830802	0	Scf_2L	20242490	20242746	FBgn0195632	+	20242210	20243837	0	1572	1627	0.03438574554548297
peak_1961	peak_2307	2L	20831261	20831477	FBgn0051674	+	20830896	20831460	0	Scf_2L	20244311	20244429	FBgn0195634	+	20243937	20244490	0	564	553	0.019695613249776187
peak_1964	peak_2308	2L	20840800	20840977	FBgn0051676	+	20839890	20841066	0	Scf_2L	20252823	20253054	FBgn0195635	+	20251903	20253143	0	1176	1240	0.052980132450331126
peak_1965	peak_2309	2L	20859165	20859272	FBgn0032897	+	20858535	20859439	0	Scf_2L	20271278	20271436	FBgn0085975	+	20270704	20271583	0	904	879	0.028042624789680313
peak_1967	peak_2311	2L	20865214	20865292	FBgn0032899	+	20864241	20865407	0	Scf_2L	20277290	20277373	FBgn0268283	+	20276267	20277488	0	1166	1221	0.04608294930875576
peak_1968	peak_2312	2L	20869853	20870133	FBgn0032900	+	20868986	20870441	0	Scf_2L	20281891	20282167	FBgn0195640	+	20281036	20282483	0	1455	1447	0.005513439007580979
peak_1976	peak_2318	2L	20916904	20917461	FBgn0032901	-	20918303	20919277	-843	Scf_2L	20326764	20326889	FBgn0193092	-	20326263	20327249	0	974	986	0.012244897959183673
peak_1977	peak_2320	2L	20922752	20922876	FBgn0266369	-	20922421	20923108	0	Scf_2L	20330728	20330863	FBgn0193090	-	20330389	20331067	0	687	678	0.013186813186813187
peak_1978	peak_2321	2L	20926046	20926147	FBgn0032906	-	20925713	20926268	0	Scf_2L	20332905	20333051	FBgn0193089	-	20332573	20333121	0	555	548	0.012692656391659111
peak_1979	peak_2322	2L	20927799	20927860	FBgn0032907	-	20927344	20927955	0	Scf_2L	20334610	20334724	FBgn0193088	-	20334153	20334760	0	611	607	0.006568144499178982
peak_1984	peak_2330	2L	21051859	21051983	FBgn0250867	-	21051072	21052330	0	Scf_2L	20441213	20441346	FBgn0269015	-	20440427	20441683	0	1258	1256	0.0015910898965791568
peak_1985	peak_2331	2L	21053032	21053133	FBgn0010395	+	21052445	21054182	0	Scf_2L	20442421	20442506	FBgn0269502	+	20441841	20443707	0	1737	1866	0.07160699417152373
peak_1990	peak_2337	2L	21142238	21142347	FBgn0023388	-	21141839	21142540	0	Scf_2L	20533714	20533805	FBgn0193077	-	20533315	20533969	0	701	654	0.06937269372693727
peak_1991	peak_2338	2L	21143228	21143305	FBgn0032919	+	21143014	21143492	0	Scf_2L	20534633	20534712	FBgn0195649	+	20534425	20534911	0	478	486	0.016597510373443983
peak_1993	peak_2341	2L	21156043	21156232	FBgn0024371	-	21155930	21156342	0	Scf_2L	20550648	20550855	FBgn0193074	-	20550532	20550932	0	412	400	0.029556650246305417
peak_1997	peak_2345	2L	21163002	21163083	FBgn0032924	-	21162754	21163217	0	Scf_2L	20557651	20557766	FBgn0193072	-	20557403	20557825	0	463	422	0.09265536723163842
peak_1998	peak_2346	2L	21163640	21163678	FBgn0032925	+	21163517	21163695	0	Scf_2L	20558021	20558092	FBgn0195653	+	20557930	20558109	0	178	179	0.0056022408963585435
peak_2001	peak_2349	2L	21179329	21179683	FBgn0000239	-	21178706	21180008	0	Scf_2L	20574121	20574472	FBgn0193069	-	20573495	20574823	0	1302	1328	0.01977186311787072
peak_2005	peak_2355	2L	21221311	21221551	FBgn0026577	+	21220925	21222352	0	Scf_2L	20618459	20618709	FBgn0195658	+	20618138	20619552	0	1427	1414	0.009151707145371349
peak_2006	peak_2357	2L	21237249	21237420	FBgn0261239	+	21236693	21238388	0	Scf_2L	20635103	20635212	FBgn0195659	+	20634571	20636253	0	1695	1682	0.007699141249629849
peak_2010	peak_2362	2L	21262955	21263123	FBgn0032938	+	21262461	21263919	0	Scf_2L	20666791	20666965	FBgn0195661	+	20666303	20667696	0	1458	1393	0.04559803577692038
peak_2013	peak_2366	2L	21310000	21310050	FBgn0032940	-	21309066	21310624	0	Scf_2L	20713325	20713373	FBgn0193065	-	20712451	20713919	0	1558	1468	0.059484467944481166
peak_2030	peak_2382	2L	21623386	21623627	FBgn0032955	-	21623176	21624263	0	Scf_2L	20864889	20865102	FBgn0193059	-	20864652	20865804	0	1087	1152	0.058061634658329614
peak_2034	peak_2388	2L	21658734	21658854	FBgn0032956	+	21658586	21659324	0	Scf_2L	20895189	20895310	FBgn0195676	+	20895045	20895781	0	738	736	0.0027137042062415195
peak_2035	peak_2389	2L	21677498	21677530	FBgn0032957	-	21676542	21679868	0	Scf_2L	20911787	20912008	FBgn0193057	-	20912473	20915725	-466	3326	3252	0.02249923989054424
peak_2042	peak_2404	2L	21758009	21758211	FBgn0032961	+	21757907	21758694	0	Scf_2L	21027603	21027758	FBgn0195679	+	21027524	21028310	0	787	786	0.0012714558169103624
peak_2057	peak_2413	2L	22121839	22121871	FBgn0032974	+	22121689	22122328	0	Scf_2L	21341662	21341846	FBgn0195694	+	21341665	21342303	0	639	638	0.0015661707126076742
peak_2058	peak_2414	2L	22130098	22130142	FBgn0025674	-	22129424	22130252	0	Scf_2L	21353631	21354062	FBgn0193042	-	21353331	21354107	0	828	776	0.06483790523690773
peak_2064	peak_2425	2L	22239915	22239931	FBgn0032986	+	22239779	22240784	0	Scf_2L	21488930	21488952	FBgn0193037	+	21488800	21489809	0	1005	1009	0.003972194637537239
peak_2065	peak_2429	2L	22247795	22247833	FBgn0032987	-	22246646	22248007	0	Scf_2L	21496758	21496850	FBgn0195699	-	21495573	21496959	0	1361	1386	0.018201674554058973
peak_2070	peak_2434	2L	22536620	22536650	FBgn0064225	-	22535638	22537051	0	Scf_2L	21607541	21607604	FBgn0270462	-	21606581	21607888	0	1413	1307	0.07794117647058824
peak_2071	peak_2435	2L	22538229	22538311	FBgn0040009	+	22538095	22538881	0	Scf_2L	21610650	21610712	FBgn0189254	+	21610531	21611282	0	786	751	0.04554326610279766
peak_2073	peak_2443	2L	22579071	22579252	FBgn0040011	+	22578948	22580006	0	Scf_2L	21757019	21757119	FBgn0269309	+	21756816	21757848	0	1058	1032	0.024880382775119617
peak_2074	peak_2480	2L	22924794	22924895	FBgn0002566	+	22924690	22925475	0	Scf_2L	22877737	22877830	FBgn0268101	+	22877572	22878408	0	785	836	0.06292412091301666
peak_2075	peak_2486	2L	22981815	22982197	FBgn0000384	+	22981650	22982655	0	Scf_2L	23074900	23075288	FBgn0189221	+	23074687	23075733	0	1005	1046	0.039980497318381276
peak_2077	peak_2494	2L	23068316	23068386	FBgn0086683	-	23067711	23068541	0	Scf_2L	23413889	23413954	FBgn0189261	-	23413284	23414094	0	830	810	0.024390243902439025
peak_2081	peak_11741	2L	23313380	23313578	FBgn0267976	-	23313147	23313751	0	Scf_NODE_54872	5886	6123	FBgn0189290	-	5646	6261	0	604	615	0.01804757998359311
peak_2087	peak_2558	2R	1264392	1264457	FBgn0058191	+	1264035	1265657	0	Scf_2R	1471980	1471987	FBgn0186812	+	1472176	1473653	190	1622	1477	0.09357857373346241
peak_2100	peak_2502	2R	4130973	4131061	FBgn0262115	+	4130822	4131264	0	Scf_2R	12422	12514	FBgn0189247	+	11859	12286	-137	442	427	0.03452243958573072
peak_2113	peak_2568	2R	4907656	4907685	FBgn0264911	-	4907207	4907947	0	Scf_2R	1854826	1854863	FBgn0268847	-	1854378	1855135	0	740	757	0.022712090848363394
peak_2122	peak_2578	2R	5294062	5294264	FBgn0033015	+	5293928	5294306	0	Scf_2R	2213513	2213714	FBgn0268908	+	2213381	2213756	0	378	375	0.00796812749003984
peak_2140	peak_2596	2R	5653675	5653706	FBgn0027507	+	5653518	5654530	0	Scf_2R	2491742	2491785	FBgn0182151	+	2491604	2492609	0	1012	1005	0.006941001487357461
peak_2141	peak_2597	2R	5662643	5663222	FBgn0033029	-	5662782	5663391	0	Scf_2R	2501321	2501883	FBgn0182126	-	2501460	2502067	0	609	607	0.003289473684210526
peak_2142	peak_2598	2R	5671740	5671834	FBgn0033032	+	5671630	5672219	0	Scf_2R	2511888	2511982	FBgn0182153	+	2511793	2512367	0	589	574	0.025795356835769563
peak_2145	peak_2602	2R	5702111	5702293	FBgn0259978	+	5701911	5702625	0	Scf_2R	2539550	2539726	FBgn0269418	+	2539358	2540055	0	714	697	0.024096385542168676
peak_2149	peak_2605	2R	5754516	5754615	FBgn0022288	+	5754386	5754977	0	Scf_2R	2593131	2593230	FBgn0182155	+	2593012	2593592	0	591	580	0.018787361229718188
peak_2150	peak_2606	2R	5757661	5757763	FBgn0085229	+	5757508	5758273	0	Scf_2R	2595649	2595788	FBgn0182156	+	2595564	2596300	0	765	736	0.038640906062624915
peak_2151	peak_2607	2R	5760312	5760407	FBgn0033038	-	5760108	5760558	0	Scf_2R	2598342	2598453	FBgn0182122	-	2598138	2598595	0	450	457	0.015435501653803748
peak_2152	peak_2608	2R	5760861	5760907	FBgn0266580	+	5760725	5761362	0	Scf_2R	2598823	2598869	FBgn0182157	+	2598708	2599326	0	637	618	0.030278884462151396
peak_2162	peak_2623	2R	5980694	5980778	FBgn0002774	-	5980322	5980957	0	Scf_2R	2820792	2820869	FBgn0182116	-	2820421	2821047	0	635	626	0.014274385408406027
peak_2163	peak_2624	2R	5981843	5982417	FBgn0264959	+	5981520	5982507	0	Scf_2R	2821765	2822338	FBgn0182162	+	2821461	2822427	0	987	966	0.021505376344086023
peak_2169	peak_2631	2R	6017738	6017832	FBgn0033050	+	6017580	6018349	0	Scf_2R	2907226	2907315	FBgn0182163	+	2907332	2908113	18	769	781	0.015483870967741935
peak_2172	peak_2635	2R	6035506	6036388	FBgn0033052	-	6035230	6036737	0	Scf_2R	2924374	2924600	FBgn0186982	-	2924098	2925690	0	1507	1592	0.05485640529202969
peak_2173	peak_2636	2R	6042654	6042927	FBgn0033055	+	6042523	6043289	0	Scf_2R	2931512	2931791	FBgn0182164	+	2931384	2932152	0	766	768	0.002607561929595828
peak_2175	peak_2638	2R	6076909	6076975	FBgn0033060	+	6076811	6077475	0	Scf_2R	2966468	2966602	FBgn0182167	+	2966437	2967102	0	664	665	0.0015048908954100827
peak_2183	peak_2644	2R	6131065	6131922	FBgn0000546	-	6124920	6126295	4771	Scf_2R	3014551	3019889	FBgn0182106	-	3008427	3009798	4754	1375	1371	0.0029133284777858705
peak_2198	peak_2661	2R	6213941	6214122	FBgn0021847	-	6213663	6215148	0	Scf_2R	3098724	3098921	FBgn0182100	-	3098449	3099955	0	1485	1506	0.014042126379137413
peak_2201	peak_2665	2R	6221039	6221276	FBgn0263144	+	6220848	6222192	0	Scf_2R	3105975	3106205	FBgn0182174	+	3105794	3107121	0	1344	1327	0.01272931486334706
peak_2217	peak_2686	2R	6632323	6632384	FBgn0262736	-	6631339	6633296	0	Scf_2R	3383463	3383528	FBgn0182093	-	3382479	3384429	0	1957	1950	0.0035833120040952137
peak_2219	peak_2689	2R	6645011	6645098	FBgn0033079	-	6644684	6646249	0	Scf_2R	3396061	3396151	FBgn0182091	-	3395728	3397283	0	1565	1555	0.00641025641025641
peak_2220	peak_2690	2R	6648653	6649278	FBgn0029131	+	6648476	6649415	0	Scf_2R	3400614	3401262	FBgn0182183	+	3400463	3401399	0	939	936	0.0032
peak_2222	peak_2693	2R	6656229	6656401	FBgn0033081	-	6656093	6656495	0	Scf_2R	3408549	3408581	FBgn0182089	-	3408117	3408519	31	402	402	0.0
peak_2224	peak_2695	2R	6668149	6668184	FBgn0033085	+	6668015	6668187	0	Scf_2R	3417940	3417992	FBgn0182187	+	3417823	3417995	0	172	172	0.0
peak_2225	peak_2696	2R	6669023	6669159	FBgn0033086	+	6668463	6669656	0	Scf_2R	3418864	3418996	FBgn0182188	+	3418271	3419494	0	1193	1223	0.024834437086092714
peak_2231	peak_2703	2R	6715103	6715892	FBgn0033095	-	6715067	6716274	0	Scf_2R	3464872	3465664	FBgn0182082	-	3464836	3466024	0	1207	1188	0.015866388308977037
peak_2232	peak_2706	2R	6741898	6742149	FBgn0028579	+	6741739	6742634	0	Scf_2R	3494215	3494509	FBgn0182192	+	3494101	3495028	0	895	927	0.03512623490669594
peak_2233	peak_2707	2R	6746380	6746484	FBgn0042083	+	6746274	6746699	0	Scf_2R	3498790	3498888	FBgn0182193	+	3498670	3499103	0	425	433	0.018648018648018648
peak_2234	peak_2708	2R	6749226	6749389	FBgn0027066	+	6749085	6750568	0	Scf_2R	3501588	3501729	FBgn0182194	+	3501422	3502925	0	1483	1503	0.013395847287340924
peak_2235	peak_2709	2R	6756967	6757039	FBgn0033100	-	6756186	6757908	0	Scf_2R	3509327	3509561	FBgn0182076	-	3508530	3510258	0	1722	1728	0.0034782608695652175
peak_2239	peak_2712	2R	6807625	6807754	FBgn0014028	+	6807517	6808067	0	Scf_2R	3560400	3560524	FBgn0182196	+	3560282	3560837	0	550	555	0.00904977375565611
peak_2240	peak_2713	2R	6809698	6809766	FBgn0033104	-	6809449	6809886	0	Scf_2R	3562460	3562523	FBgn0182071	-	3562211	3562664	0	437	453	0.035955056179775284
peak_2241	peak_2714	2R	6810437	6810530	FBgn0022224	-	6810013	6810624	0	Scf_2R	3563195	3563341	FBgn0182070	-	3562771	3563373	0	611	602	0.01483924154987634
peak_2249	peak_2724	2R	6872533	6872718	FBgn0265935	-	6871297	6873323	0	Scf_2R	3625835	3626030	FBgn0182068	-	3624599	3626655	0	2026	2056	0.014698677119059285
peak_2250	peak_2725	2R	6878438	6878641	FBgn0265137	-	6878116	6878984	0	Scf_2R	3632202	3632276	FBgn0182065	-	3631455	3632317	0	868	862	0.006936416184971098
peak_2251	peak_2726	2R	6880994	6881077	FBgn0033113	+	6880847	6881165	0	Scf_2R	3634327	3634427	FBgn0182201	+	3634195	3634511	0	318	316	0.006309148264984227
peak_2253	peak_2729	2R	6886392	6886417	FBgn0033115	+	6885147	6886090	-303	Scf_2R	3638454	3639075	FBgn0182204	+	3638394	3639363	0	943	969	0.027196652719665274
peak_2266	peak_2744	2R	7012253	7012335	FBgn0029506	+	7013722	7015757	1388	Scf_2R	3750286	3750390	FBgn0182215	+	3751809	3753829	1420	2035	2020	0.007398273736128237
peak_2268	peak_2747	2R	7028910	7029098	FBgn0033128	+	7028095	7029016	0	Scf_2R	3765893	3766074	FBgn0182217	+	3765139	3765994	0	921	855	0.07432432432432433
peak_2269	peak_2751	2R	7061356	7061732	FBgn0027558	-	7060804	7062110	0	Scf_2R	3798452	3798834	FBgn0182050	-	3797900	3799191	0	1306	1291	0.011551790527531768
peak_2277	peak_2758	2R	7158147	7158241	FBgn0002930	-	7157912	7158820	0	Scf_2R	3893820	3893912	FBgn0067495	-	3893621	3894494	0	908	873	0.039303761931499155
peak_2284	peak_2764	2R	7249160	7249420	FBgn0033153	+	7248535	7249627	0	Scf_2R	3969028	3969294	FBgn0187006	+	3968409	3969498	0	1092	1089	0.002751031636863824
peak_2290	peak_2768	2R	7277882	7278101	FBgn0033155	-	7277667	7278683	0	Scf_2R	3990669	3990930	FBgn0186978	-	3990454	3991543	0	1016	1089	0.06935866983372922
peak_2300	peak_2777	2R	7381470	7381899	FBgn0033159	-	7381524	7382131	0	Scf_2R	4095914	4096336	FBgn0182040	-	4095968	4096567	0	607	599	0.013266998341625208
peak_2306	peak_2782	2R	7407739	7407819	FBgn0033166	-	7406747	7408201	0	Scf_2R	4120990	4121097	FBgn0182036	-	4120026	4121446	0	1454	1420	0.023660403618649965
peak_2307	peak_2783	2R	7409360	7409385	FBgn0033167	-	7408916	7409916	0	Scf_2R	4122879	4122942	FBgn0182035	-	4122435	4123387	0	1000	952	0.04918032786885246
peak_2317	peak_2790	2R	7463004	7463139	FBgn0033177	-	7463051	7463224	0	Scf_2R	4173611	4173975	FBgn0182029	-	4173658	4173830	0	173	172	0.005797101449275362
peak_2319	peak_2792	2R	7466670	7466759	FBgn0033179	-	7466464	7466888	0	Scf_2R	4177330	4177424	FBgn0182028	-	4177124	4177547	0	424	423	0.0023612750885478157
peak_2320	peak_2794	2R	7474571	7474659	FBgn0010548	-	7473559	7475395	0	Scf_2R	4185164	4185247	FBgn0182027	-	4184150	4185980	0	1836	1830	0.0032733224222585926
peak_2323	peak_2797	2R	7489332	7489823	FBgn0259745	-	7489311	7490043	0	Scf_2R	4200361	4200539	FBgn0186976	-	4200029	4200763	0	732	734	0.002728512960436562
peak_2325	peak_2799	2R	7492189	7492589	FBgn0263240	-	7491954	7493476	0	Scf_2R	4202889	4204212	FBgn0182025	-	4202654	4204155	0	1522	1501	0.013893483294740324
peak_2326	peak_2801	2R	7496261	7496347	FBgn0033183	-	7496050	7496429	0	Scf_2R	4206948	4207181	FBgn0186975	-	4206737	4207109	0	379	372	0.018641810918774968
peak_2328	peak_2804	2R	7518860	7518936	FBgn0033186	-	7518674	7518987	0	Scf_2R	4229246	4229386	FBgn0182019	-	4229065	4229371	0	313	306	0.022617124394184167
peak_2329	peak_2805	2R	7519279	7519373	FBgn0033187	+	7519151	7519752	0	Scf_2R	4229682	4229761	FBgn0182257	+	4229560	4230140	0	601	580	0.03556308213378493
peak_2331	peak_2807	2R	7529077	7529290	FBgn0033188	-	7528935	7529462	0	Scf_2R	4263157	4263379	FBgn0182017	-	4263016	4263534	0	527	518	0.01722488038277512
peak_2334	peak_2810	2R	7533505	7533610	FBgn0264294	+	7533154	7534357	0	Scf_2R	4267502	4267602	FBgn0182259	+	4267157	4268392	0	1203	1235	0.026251025430680888
peak_2337	peak_2813	2R	7565484	7565582	FBgn0050499	-	7565018	7565904	0	Scf_2R	4300241	4300504	FBgn0182014	-	4299775	4300659	0	886	884	0.0022598870056497176
peak_2342	peak_2819	2R	7623241	7623293	FBgn0263077	+	7622879	7623374	0	Scf_2R	4352339	4352429	FBgn0187018	+	4352017	4352510	0	495	493	0.004048582995951417
peak_2348	peak_2823	2R	7653837	7653954	FBgn0028687	-	7653882	7654110	0	Scf_2R	4382534	4382698	FBgn0270291	-	4382579	4382807	0	228	228	0.0
peak_2351	peak_2827	2R	7668945	7669029	FBgn0033206	-	7668750	7669130	0	Scf_2R	4396789	4396874	FBgn0182006	-	4396594	4396974	0	380	380	0.0
peak_2354	peak_2830	2R	7676235	7676362	FBgn0033210	-	7676315	7676537	0	Scf_2R	4403887	4404104	FBgn0182004	-	4403972	4404194	0	222	222	0.0
peak_2363	peak_2837	2R	7722149	7722655	FBgn0042135	-	7722412	7723491	0	Scf_2R	4449485	4449996	FBgn0181999	-	4449752	4450802	0	1079	1050	0.02724283701268201
peak_2382	peak_2862	2R	7812503	7812857	FBgn0033226	+	7812360	7813004	0	Scf_2R	4541331	4541666	FBgn0182282	+	4541176	4541813	0	644	637	0.01092896174863388
peak_2383	peak_2863	2R	7823466	7823569	FBgn0029093	-	7823112	7823644	0	Scf_2R	4545879	4545977	FBgn0181992	-	4545525	4546053	0	532	528	0.007547169811320755
peak_2384	peak_2867	2R	7885519	7885982	FBgn0085390	-	7885445	7886476	0	Scf_2R	4595523	4596008	FBgn0181990	-	4595455	4596499	0	1031	1044	0.01253012048192771
peak_2394	peak_2876	2R	7959975	7960015	FBgn0033241	-	7959312	7960150	0	Scf_2R	4670436	4670737	FBgn0186965	-	4670041	4670832	0	838	791	0.057704112952731736
peak_2397	peak_2877	2R	7962462	7962603	FBgn0027548	+	7962364	7962547	0	Scf_2R	4673390	4673531	FBgn0182299	+	4673304	4673477	0	183	173	0.056179775280898875
peak_2399	peak_2878	2R	7971738	7972003	FBgn0033244	-	7971559	7972126	0	Scf_2R	4682659	4682923	FBgn0181978	-	4682480	4683060	0	567	580	0.022667829119442023
peak_2400	peak_2879	2R	7972574	7972615	FBgn0027054	+	7972420	7973026	0	Scf_2R	4683392	4683512	FBgn0182300	+	4683314	4683938	0	606	624	0.02926829268292683
peak_2402	peak_2880	2R	7983741	7984063	FBgn0033246	-	7983441	7984644	0	Scf_2R	4694626	4694926	FBgn0181977	-	4694290	4695497	0	1203	1207	0.0033195020746887966
peak_2404	peak_2882	2R	7989858	7989952	FBgn0033247	+	7989161	7990147	0	Scf_2R	4700735	4700851	FBgn0182301	+	4700055	4701046	0	986	991	0.005058168942842691
peak_2411	peak_2888	2R	8067976	8068011	FBgn0020279	+	8067625	8069525	0	Scf_2R	4778191	4778258	FBgn0187031	+	4777858	4779790	0	1900	1932	0.016701461377870562
peak_2416	peak_2894	2R	8127574	8127704	FBgn0033266	+	8127459	8127840	0	Scf_2R	4831660	4831824	FBgn0182315	+	4831576	4831958	0	381	382	0.002621231979030144
peak_2418	peak_2898	2R	8145754	8145981	FBgn0263593	-	8144908	8146866	0	Scf_2R	4849964	4850188	FBgn0181958	-	4849125	4851059	0	1958	1934	0.012332990750256937
peak_2421	peak_2903	2R	8156054	8156654	FBgn0010504	-	8155971	8156786	0	Scf_2R	4860465	4860467	FBgn0270230	-	4860382	4861186	0	815	804	0.013588634959851761
peak_2424	peak_2904	2R	8163324	8163500	FBgn0033272	-	8163051	8163624	0	Scf_2R	4867847	4868102	FBgn0186959	-	4867574	4868146	0	573	572	0.0017467248908296944
peak_2426	peak_2907	2R	8170273	8170292	FBgn0011659	+	8170149	8170652	0	Scf_2R	4874595	4874716	FBgn0182319	+	4874574	4875076	0	503	502	0.001990049751243781
peak_2428	peak_2908	2R	8174164	8174656	FBgn0053087	+	8173925	8174705	0	Scf_2R	4878494	4879008	FBgn0187036	+	4878312	4879057	0	780	745	0.04590163934426229
peak_2437	peak_2925	2R	8421032	8421110	FBgn0028836	+	8420647	8421473	0	Scf_2R	5122532	5122634	FBgn0187042	+	5122151	5122997	0	826	846	0.023923444976076555
