peak_0	peak_5	FBgn0051973	2858	FBgn0051973	-13850	FBgn0051973	3760	FBgn0051973	-9545	True
peak_3014	peak_3600	FBgn0033842	0	FBgn0033842	0	FBgn0040477	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0033842	0	FBgn0040477	0	FBgn0033842	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0033842	0	FBgn0040477	0	FBgn0033842	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0033842	0	FBgn0040477	0	FBgn0040477	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0033842	0	FBgn0040477	0	FBgn0040477	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0033842	0	FBgn0033842	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0033842	0	FBgn0033842	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0033842	0	FBgn0040477	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0033842	0	FBgn0040477	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0040477	0	FBgn0033842	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0040477	0	FBgn0033842	0	FBgn0040477	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0040477	0	FBgn0040477	0	FBgn0033842	0	True
peak_3014	peak_3600	FBgn0040477	0	FBgn0040477	0	FBgn0040477	0	FBgn0040477	0	True
peak_3015	peak_3601	FBgn0033844	1666	FBgn0033844	-478	FBgn0033844	1592	FBgn0033844	-463	True
peak_3016	peak_3603	FBgn0033844	0	FBgn0033844	0	FBgn0033844	0	FBgn0033844	0	True
peak_3016	peak_3603	FBgn0033844	0	FBgn0004638	0	FBgn0033844	0	FBgn0033844	0	True
peak_3016	peak_3603	FBgn0004638	0	FBgn0033844	0	FBgn0033844	0	FBgn0033844	0	True
peak_3016	peak_3603	FBgn0004638	0	FBgn0004638	0	FBgn0033844	0	FBgn0033844	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0033845	0	FBgn0004638	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0033845	0	FBgn0004638	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0033845	0	FBgn0033845	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0033845	0	FBgn0033845	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0004638	0	FBgn0004638	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0004638	0	FBgn0004638	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0004638	0	FBgn0033845	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0033845	0	FBgn0004638	0	FBgn0033845	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0033845	0	FBgn0004638	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0033845	0	FBgn0004638	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0033845	0	FBgn0033845	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0033845	0	FBgn0033845	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0004638	0	FBgn0004638	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0004638	0	FBgn0004638	0	FBgn0033845	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0004638	0	FBgn0033845	0	FBgn0004638	0	True
peak_3017	peak_3604	FBgn0004638	0	FBgn0004638	0	FBgn0033845	0	FBgn0033845	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0033846	0	FBgn0024556	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0033846	0	FBgn0024556	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0024556	0	FBgn0033846	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0024556	0	FBgn0033846	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0024556	0	FBgn0024556	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0033846	0	FBgn0024556	0	FBgn0024556	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0033846	0	FBgn0033846	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0033846	0	FBgn0024556	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0033846	0	FBgn0024556	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0024556	0	FBgn0033846	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0024556	0	FBgn0033846	0	FBgn0024556	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0024556	0	FBgn0024556	0	FBgn0033846	0	True
peak_3018	peak_3605	FBgn0024556	0	FBgn0024556	0	FBgn0024556	0	FBgn0024556	0	True
peak_3020	peak_3606	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	FBgn0033846	0	True
peak_3021	peak_3607	FBgn0033853	271	FBgn0260964	-2692	FBgn0033853	252	FBgn0260964	-4100	True
peak_3022	peak_3609	FBgn0033853	0	FBgn0033853	0	FBgn0033853	0	FBgn0033853	0	True
peak_3023	peak_3610	FBgn0033853	0	FBgn0033853	0	FBgn0033853	0	FBgn0033853	0	True
peak_3025	peak_3613	FBgn0014877	0	FBgn0014877	0	FBgn0014877	0	FBgn0014877	0	True
peak_3026	peak_3614	FBgn0033856	205	FBgn0033855	-455	FBgn0033855	0	FBgn0033855	0	True
peak_3027	peak_3616	FBgn0027581	1916	FBgn0261990	-3478	FBgn0027581	2309	FBgn0261990	-3815	True
peak_3028	peak_3617	FBgn0027581	1399	FBgn0261990	-4268	FBgn0027581	1329	FBgn0261990	-4639	True
peak_3029	peak_3619	FBgn0027581	0	FBgn0027581	0	FBgn0027581	0	FBgn0027581	0	True
peak_3030	peak_3620	FBgn0027581	3319	FBgn0027581	-2383	FBgn0027581	3309	FBgn0027581	-2596	True
peak_3034	peak_3623	FBgn0000633	0	FBgn0000633	0	FBgn0000633	0	FBgn0000633	0	True
peak_3036	peak_3625	FBgn0000633	1248	FBgn0033865	-11421	FBgn0000633	1452	FBgn0033865	-11793	True
peak_3040	peak_3629	FBgn0000662	0	FBgn0000662	0	FBgn0000662	0	FBgn0000662	0	True
peak_3042	peak_3633	FBgn0033875	0	FBgn0033875	0	FBgn0033875	0	FBgn0033875	0	True
peak_3043	peak_3634	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033879	0	FBgn0033880	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033879	0	FBgn0033880	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033880	0	FBgn0033879	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033880	0	FBgn0033879	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033880	0	FBgn0033880	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033879	0	FBgn0033880	0	FBgn0033880	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033879	0	FBgn0033879	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033879	0	FBgn0033879	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033879	0	FBgn0033880	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033879	0	FBgn0033880	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033880	0	FBgn0033879	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033880	0	FBgn0033879	0	FBgn0033880	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033880	0	FBgn0033880	0	FBgn0033879	0	True
peak_3044	peak_3635	FBgn0033880	0	FBgn0033880	0	FBgn0033880	0	FBgn0033880	0	True
peak_3047	peak_3640	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	True
peak_3048	peak_3641	FBgn0013733	169	FBgn0013733	-1893	FBgn0013733	166	FBgn0013733	-1926	True
peak_3049	peak_3642	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	True
peak_3050	peak_3643	FBgn0013733	2534	FBgn0013733	-809	FBgn0013733	2494	FBgn0013733	-825	True
peak_3051	peak_3644	FBgn0013733	1413	FBgn0013733	-1533	FBgn0013733	1432	FBgn0013733	-1582	True
peak_3053	peak_3645	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	True
peak_3054	peak_3646	FBgn0013733	3591	FBgn0013733	-3992	FBgn0013733	3598	FBgn0013733	-4112	True
peak_3055	peak_3647	FBgn0013733	808	FBgn0013733	-6899	FBgn0013733	775	FBgn0013733	-6998	True
peak_3056	peak_3648	FBgn0013733	155	FBgn0013733	-7250	FBgn0013733	157	FBgn0013733	-7528	True
peak_3057	peak_3649	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	FBgn0013733	0	True
peak_3060	peak_3651	FBgn0262739	0	FBgn0262739	0	FBgn0262739	0	FBgn0262739	0	True
peak_3061	peak_3652	FBgn0033886	0	FBgn0033886	0	FBgn0033886	0	FBgn0033886	0	True
peak_3062	peak_3653	FBgn0275436	4078	FBgn0033886	-3205	FBgn0275436	4087	FBgn0033886	-3215	True
peak_3063	peak_3654	FBgn0275436	3428	FBgn0033886	-3979	FBgn0275436	3400	FBgn0033886	-3983	True
peak_3064	peak_3655	FBgn0275436	0	FBgn0275436	0	FBgn0275436	0	FBgn0275436	0	True
peak_3065	peak_3656	FBgn0033889	0	FBgn0033889	0	FBgn0033889	0	FBgn0033889	0	True
peak_3066	peak_3657	FBgn0033889	0	FBgn0033889	0	FBgn0033889	0	FBgn0033889	0	True
peak_3067	peak_3658	FBgn0033889	0	FBgn0033889	0	FBgn0033890	66	FBgn0033889	-69	True
peak_3070	peak_3661	FBgn0020620	0	FBgn0020620	0	FBgn0020620	0	FBgn0020620	0	True
peak_3071	peak_3662	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	True
peak_3072	peak_3663	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	True
peak_3073	peak_3664	FBgn0002643	13107	FBgn0002643	-3445	FBgn0002643	48788	FBgn0002643	-3517	True
peak_3074	peak_3667	FBgn0002643	1857	FBgn0002643	-14610	FBgn0002643	37621	FBgn0002643	-14624	True
peak_3076	peak_3670	FBgn0002643	204	FBgn0002643	-126	FBgn0002643	173	FBgn0002643	-127	True
peak_3077	peak_3675	FBgn0033893	3570	FBgn0002643	-13444	FBgn0033893	3422	FBgn0002643	-13626	True
peak_3078	peak_3677	FBgn0033893	1118	FBgn0002643	-15765	FBgn0033893	1040	FBgn0002643	-15879	True
peak_3079	peak_3678	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	FBgn0002643	0	True
peak_3081	peak_3679	FBgn0002643	5829	FBgn0002643	-8693	FBgn0002643	5729	FBgn0002643	-8373	True
peak_3083	peak_3681	FBgn0040752	18204	FBgn0040752	-2681	FBgn0040752	18402	FBgn0040752	-2560	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0033897	0	FBgn0033897	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0033897	0	FBgn0033897	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0033897	0	FBgn0086895	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0033897	0	FBgn0086895	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0086895	0	FBgn0033897	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0086895	0	FBgn0033897	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0086895	0	FBgn0086895	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0033897	0	FBgn0086895	0	FBgn0086895	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0033897	0	FBgn0033897	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0033897	0	FBgn0033897	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0033897	0	FBgn0086895	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0033897	0	FBgn0086895	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0086895	0	FBgn0033897	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0086895	0	FBgn0033897	0	FBgn0086895	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0086895	0	FBgn0086895	0	FBgn0033897	0	True
peak_3089	peak_3685	FBgn0086895	0	FBgn0086895	0	FBgn0086895	0	FBgn0086895	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0040751	0	FBgn0040751	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0040751	0	FBgn0040751	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0040751	0	FBgn0033899	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0040751	0	FBgn0033899	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0033899	0	FBgn0040751	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0033899	0	FBgn0040751	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0033899	0	FBgn0033899	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0040751	0	FBgn0033899	0	FBgn0033899	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0040751	0	FBgn0040751	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0040751	0	FBgn0040751	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0040751	0	FBgn0033899	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0040751	0	FBgn0033899	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0033899	0	FBgn0040751	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0033899	0	FBgn0040751	0	FBgn0033899	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0033899	0	FBgn0033899	0	FBgn0040751	0	True
peak_3090	peak_3686	FBgn0033899	0	FBgn0033899	0	FBgn0033899	0	FBgn0033899	0	True
peak_3091	peak_3688	FBgn0033902	0	FBgn0033902	0	FBgn0033902	0	FBgn0033902	0	True
peak_3092	peak_3689	FBgn0033906	0	FBgn0033906	0	FBgn0033906	0	FBgn0033906	0	True
peak_3094	peak_3692	FBgn0050069	0	FBgn0050069	0	FBgn0050069	0	FBgn0050069	0	True
peak_3095	peak_3694	FBgn0005613	0	FBgn0005613	0	FBgn0005613	0	FBgn0005613	0	True
peak_3099	peak_3696	FBgn0033912	0	FBgn0033912	0	FBgn0033912	0	FBgn0033912	0	True
peak_3101	peak_3698	FBgn0261276	0	FBgn0261276	0	FBgn0261276	0	FBgn0261276	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033915	0	FBgn0033915	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033915	0	FBgn0033915	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033915	0	FBgn0033916	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033915	0	FBgn0033916	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033916	0	FBgn0033915	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033916	0	FBgn0033915	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033916	0	FBgn0033916	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033915	0	FBgn0033916	0	FBgn0033916	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033915	0	FBgn0033915	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033915	0	FBgn0033915	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033915	0	FBgn0033916	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033915	0	FBgn0033916	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033916	0	FBgn0033915	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033916	0	FBgn0033915	0	FBgn0033916	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033916	0	FBgn0033916	0	FBgn0033915	0	True
peak_3102	peak_3700	FBgn0033916	0	FBgn0033916	0	FBgn0033916	0	FBgn0033916	0	True
peak_3104	peak_3701	FBgn0001220	0	FBgn0001220	0	FBgn0001220	0	FBgn0001220	0	True
peak_3105	peak_3702	FBgn0033918	0	FBgn0033918	0	FBgn0033918	0	FBgn0033918	0	True
peak_3106	peak_3703	FBgn0027538	0	FBgn0027538	0	FBgn0027538	0	FBgn0027538	0	True
peak_3107	peak_3704	FBgn0033919	0	FBgn0033919	0	FBgn0033919	0	FBgn0033919	0	True
peak_3108	peak_3705	FBgn0261270	0	FBgn0261270	0	FBgn0261270	0	FBgn0261270	0	True
peak_3108	peak_3705	FBgn0261270	0	FBgn0261269	0	FBgn0261270	0	FBgn0261270	0	True
peak_3108	peak_3705	FBgn0261269	0	FBgn0261270	0	FBgn0261270	0	FBgn0261270	0	True
peak_3108	peak_3705	FBgn0261269	0	FBgn0261269	0	FBgn0261270	0	FBgn0261270	0	True
peak_3112	peak_3706	FBgn0085408	5147	FBgn0033921	-323	FBgn0033921	0	FBgn0033921	0	True
peak_3117	peak_3709	FBgn0085408	400	FBgn0033921	-4831	FBgn0085408	408	FBgn0033921	-4728	True
peak_3118	peak_3710	FBgn0085408	0	FBgn0085408	0	FBgn0085408	0	FBgn0085408	0	True
peak_3120	peak_3715	FBgn0085408	7892	FBgn0085408	-826	FBgn0085408	7634	FBgn0085408	-755	True
peak_3122	peak_3716	FBgn0085408	6519	FBgn0085408	-2095	FBgn0085408	6402	FBgn0085408	-1971	True
peak_3123	peak_3717	FBgn0033924	0	FBgn0033924	0	FBgn0033924	0	FBgn0033924	0	True
peak_3124	peak_3718	FBgn0033925	0	FBgn0033925	0	FBgn0033925	0	FBgn0033925	0	True
peak_3127	peak_3722	FBgn0033929	0	FBgn0033929	0	FBgn0033929	0	FBgn0033929	0	True
peak_3129	peak_3730	FBgn0024698	38887	FBgn0013725	-25600	FBgn0024698	30097	FBgn0013725	-25936	True
peak_3130	peak_3732	FBgn0024698	14932	FBgn0013725	-48329	FBgn0024698	15587	FBgn0013725	-39669	True
peak_3131	peak_3733	FBgn0024698	5197	FBgn0013725	-58244	FBgn0024698	5534	FBgn0013725	-50247	True
peak_3132	peak_3735	FBgn0024698	0	FBgn0024698	0	FBgn0024698	0	FBgn0024698	0	True
peak_3133	peak_3736	FBgn0261823	0	FBgn0261823	0	FBgn0261823	0	FBgn0261823	0	True
peak_3135	peak_3739	FBgn0265974	25	FBgn0033942	-10904	FBgn0265974	839	FBgn0033942	-10918	True
peak_3136	peak_3740	FBgn0265974	0	FBgn0265974	0	FBgn0265974	0	FBgn0265974	0	True
peak_3137	peak_3741	FBgn0050076	11725	FBgn0265974	-4033	FBgn0050076	13214	FBgn0265974	-4090	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0019938	0	FBgn0019938	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0019938	0	FBgn0019938	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0019938	0	FBgn0050077	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0019938	0	FBgn0050077	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0050077	0	FBgn0019938	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0050077	0	FBgn0019938	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0050077	0	FBgn0050077	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0019938	0	FBgn0050077	0	FBgn0050077	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0019938	0	FBgn0019938	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0019938	0	FBgn0019938	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0019938	0	FBgn0050077	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0019938	0	FBgn0050077	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0050077	0	FBgn0019938	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0050077	0	FBgn0019938	0	FBgn0050077	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0050077	0	FBgn0050077	0	FBgn0019938	0	True
peak_3144	peak_3745	FBgn0050077	0	FBgn0050077	0	FBgn0050077	0	FBgn0050077	0	True
peak_3145	peak_3746	FBgn0003742	0	FBgn0003742	0	FBgn0003742	0	FBgn0003742	0	True
peak_3148	peak_3749	FBgn0026427	0	FBgn0026427	0	FBgn0026427	0	FBgn0026427	0	True
peak_3152	peak_3756	FBgn0033951	0	FBgn0033951	0	FBgn0033951	0	FBgn0033951	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0028689	0	FBgn0028689	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0028689	0	FBgn0028689	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0028689	0	FBgn0050476	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0028689	0	FBgn0050476	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0050476	0	FBgn0028689	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0050476	0	FBgn0028689	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0050476	0	FBgn0050476	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0028689	0	FBgn0050476	0	FBgn0050476	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0028689	0	FBgn0028689	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0028689	0	FBgn0028689	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0028689	0	FBgn0050476	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0028689	0	FBgn0050476	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0050476	0	FBgn0028689	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0050476	0	FBgn0028689	0	FBgn0050476	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0050476	0	FBgn0050476	0	FBgn0028689	0	True
peak_3154	peak_3758	FBgn0050476	0	FBgn0050476	0	FBgn0050476	0	FBgn0050476	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033960	0	FBgn0033960	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033960	0	FBgn0033960	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033960	0	FBgn0033961	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033960	0	FBgn0033961	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033961	0	FBgn0033960	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033961	0	FBgn0033960	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033961	0	FBgn0033961	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033960	0	FBgn0033961	0	FBgn0033961	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033960	0	FBgn0033960	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033960	0	FBgn0033960	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033960	0	FBgn0033961	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033960	0	FBgn0033961	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033961	0	FBgn0033960	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033961	0	FBgn0033960	0	FBgn0033961	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033961	0	FBgn0033961	0	FBgn0033960	0	True
peak_3155	peak_3759	FBgn0033961	0	FBgn0033961	0	FBgn0033961	0	FBgn0033961	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0266723	0	FBgn0266723	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0266723	0	FBgn0266723	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0266723	0	FBgn0033963	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0266723	0	FBgn0033963	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0033963	0	FBgn0266723	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0033963	0	FBgn0266723	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0033963	0	FBgn0033963	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0266723	0	FBgn0033963	0	FBgn0033963	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0266723	0	FBgn0266723	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0266723	0	FBgn0266723	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0266723	0	FBgn0033963	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0266723	0	FBgn0033963	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0033963	0	FBgn0266723	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0033963	0	FBgn0266723	0	FBgn0033963	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0033963	0	FBgn0033963	0	FBgn0266723	0	True
peak_3156	peak_3760	FBgn0033963	0	FBgn0033963	0	FBgn0033963	0	FBgn0033963	0	True
