chr	peak_start	peak_end	peak_name	TSS_start	TSS_end	gene	strand	dist
Scf_2R	4182970	4183238	peak_2793	4185164	4185247	FBgn0182027	-	1927
Scf_2R	4204741	4205085	peak_2800	4202889	4204212	FBgn0182025	-	-530
Scf_2R	4281145	4281570	peak_2812	4279516	4280631	FBgn0182262	+	-515
Scf_2R	4321710	4321920	peak_2815	4321670	4321813	FBgn0182012	-	0
Scf_2R	4391423	4391690	peak_2825	4391555	4391699	FBgn0182271	+	0
Scf_2R	4469998	4470615	peak_2842	4467245	4467558	FBgn0181998	-	-2441
Scf_2R	4498941	4499238	peak_2850	4508792	4509707	FBgn0181997	-	9555
Scf_2R	4515372	4515590	peak_2858	4514824	4515079	FBgn0187024	+	-294
Scf_2R	4547965	4548121	peak_2864	4547876	4548065	FBgn0182283	+	0
Scf_2R	4831307	4831415	peak_2893	4831307	4831395	FBgn0181965	-	0
Scf_2R	4832314	4832505	peak_2895	4831660	4831824	FBgn0182315	+	-491
Scf_2R	4841909	4842216	peak_2897	4835614	4835901	FBgn0182316	+	-6009
Scf_2R	4857159	4857325	peak_2902	4860465	4860467	FBgn0270230	-	3141
Scf_2R	4901840	4902214	peak_2909	4878494	4879008	FBgn0187036	+	-22833
Scf_2R	4946187	4946457	peak_2914	4942764	4942972	FBgn0182321	+	-3216
Scf_2R	5059713	5059851	peak_2920	5073879	5074030	FBgn0186945	-	14029
Scf_2R	5112505	5112786	peak_2924	5112495	5112606	FBgn0181947	-	0
Scf_2R	5254041	5254224	peak_2929	5252198	5252229	FBgn0181935	-	-1813
Scf_2R	5347979	5348339	peak_2946	5348618	5349573	FBgn0187046	+	280
Scf_2R	5556731	5556997	peak_2964	5556862	5556929	FBgn0182374	+	0
Scf_2R	5631032	5631213	peak_2980	5630000	5630002	FBgn0182382	+	-1031
Scf_2R	5775364	5776400	peak_2989	5775756	5775976	FBgn0182392	+	0
Scf_2R	5833799	5834048	peak_3006	5834675	5835010	FBgn0181876	-	628
Scf_2R	5883713	5883952	peak_3021	5882214	5882889	FBgn0181867	-	-825
Scf_2R	5976592	5976695	peak_3036	5976738	5976864	FBgn0181863	-	44
Scf_2R	6100218	6100645	peak_3049	6095764	6096491	FBgn0182420	+	-3728
Scf_2R	6101059	6101384	peak_3050	6105448	6105949	FBgn0182421	+	4065
Scf_2R	6115661	6116105	peak_3057	6108354	6108634	FBgn0182422	+	-7028
Scf_2R	6283197	6283451	peak_3082	6283053	6283209	FBgn0181834	-	0
Scf_2R	6356754	6357022	peak_3084	6355906	6356801	FBgn0181833	-	0
Scf_2R	6579506	6580010	peak_3114	6575599	6575958	FBgn0182465	+	-3549
Scf_2R	6612237	6612450	peak_3115	6622167	6622897	FBgn0181812	-	9718
Scf_2R	6686555	6686702	peak_3129	6688470	6688658	FBgn0181808	-	1769
Scf_2R	6741095	6741395	peak_3143	6741307	6741955	FBgn0182477	+	0
Scf_2R	6929214	6929540	peak_3172	6934882	6935244	FBgn0182494	+	5343
Scf_2R	6979498	6980029	peak_3179	6966249	6966371	FBgn0182496	+	-13128
Scf_2R	7003654	7003827	peak_3182	6999782	6999907	FBgn0197271	-	-3748
Scf_2R	7004693	7004989	peak_3183	7008869	7008940	FBgn0268607	-	3881
Scf_2R	7020432	7020778	peak_3185	7016772	7017981	FBgn0182501	+	-2452
Scf_2R	7081510	7082158	peak_3190	7085444	7085532	FBgn0182504	+	3287
Scf_2R	7118219	7118395	peak_3199	7114163	7114588	FBgn0197258	-	-3632
Scf_2R	7183632	7184507	peak_3206	7196823	7197148	FBgn0197242	-	12317
Scf_2R	7218592	7218908	peak_3219	7213741	7214405	FBgn0182509	+	-4188
Scf_2R	7304193	7304439	peak_3226	7278492	7278676	FBgn0182512	+	-25518
Scf_2R	7394866	7395214	peak_3234	7408187	7408740	FBgn0197237	-	12974
Scf_2R	7464494	7464767	peak_3253	7464045	7464144	FBgn0197227	-	-351
Scf_2R	7673277	7673589	peak_3273	7710328	7710733	FBgn0197223	-	36740
Scf_2R	7796364	7796627	peak_3287	7795085	7795109	FBgn0182535	+	-1256
Scf_2R	7844686	7845097	peak_3301	7844566	7844695	FBgn0197212	-	0
Scf_2R	7994542	7995156	peak_3325	7994061	7994600	FBgn0197180	-	0
Scf_2R	8029756	8030052	peak_3329	8029856	8030035	FBgn0182561	+	0
Scf_2R	8134144	8134386	peak_3336	8207596	8208080	FBgn0197174	-	73211
Scf_2R	8232443	8232572	peak_3357	8224190	8225120	FBgn0197172	-	-7324
Scf_2R	8254736	8255014	peak_3366	8246634	8246893	FBgn0182568	+	-7844
Scf_2R	8396242	8396682	peak_3388	8418153	8418235	FBgn0182578	+	21472
Scf_2R	8509385	8509813	peak_3405	8504636	8505002	FBgn0197154	-	-4384
Scf_2R	8561129	8561699	peak_3408	8561485	8561589	FBgn0197153	-	0
Scf_2R	8562288	8562652	peak_3410	8562984	8563271	FBgn0182591	+	333
Scf_2R	8572908	8573463	peak_3412	8574250	8574457	FBgn0197151	-	788
Scf_2R	8597777	8598064	peak_3417	8580534	8580780	FBgn0182594	+	-16998
Scf_2R	8623651	8623918	peak_3420	8625039	8625224	FBgn0182596	+	1122
Scf_2R	8673303	8673535	peak_3426	8669706	8669927	FBgn0197143	-	-3377
Scf_2R	8774880	8775033	peak_3446	8774969	8775138	FBgn0187072	+	0
Scf_2R	8824640	8824843	peak_3452	8819806	8819997	FBgn0186905	-	-4644
Scf_2R	8846999	8847363	peak_3454	8858657	8858780	FBgn0182612	+	11295
Scf_2R	8915654	8916025	peak_3459	8913827	8913930	FBgn0182617	+	-1725
Scf_2R	8935408	8935689	peak_3466	8937036	8937137	FBgn0197128	-	1348
Scf_2R	8947874	8948088	peak_3469	8937591	8937676	FBgn0182624	+	-10199
Scf_2R	9073054	9073381	peak_3476	9073314	9073722	FBgn0182656	+	0
Scf_2R	9141555	9141893	peak_3485	9125110	9125801	FBgn0182662	+	-15755
Scf_2R	9262201	9262506	peak_3505	9266307	9266635	FBgn0197103	-	3802
Scf_2R	9326655	9327422	peak_3511	9341734	9341823	FBgn0197096	-	14313
Scf_2R	9344285	9344426	peak_3512	9343953	9344276	FBgn0197095	-	-10
Scf_2R	9470437	9470604	peak_3525	9481764	9481867	FBgn0182693	+	11161
Scf_2R	9586553	9586734	peak_3547	9564049	9564360	FBgn0182699	+	-22194
Scf_2R	9761374	9761548	peak_3562	9765731	9765819	FBgn0197063	-	4184
Scf_2R	9769454	9769628	peak_3564	9769535	9769760	FBgn0182713	+	0
Scf_2R	9827048	9827198	peak_3578	9811725	9811821	FBgn0064367	+	-15228
Scf_2R	9851206	9851402	peak_3579	9850544	9851262	FBgn0197051	-	0
Scf_2R	9955775	9956009	peak_3586	9962554	9962608	FBgn0182726	+	6546
Scf_2R	9973482	9973847	peak_3589	9974530	9974626	FBgn0269865	-	684
Scf_2R	10003633	10003773	peak_3597	10000964	10001266	FBgn0182727	+	-2368
Scf_2R	10044434	10044708	peak_3602	10045276	10045662	FBgn0197037	-	569
Scf_2R	10091982	10092128	peak_3608	10097313	10097578	FBgn0197035	-	5186
Scf_2R	10123894	10124345	peak_3615	10124589	10124662	FBgn0269164	-	245
Scf_2R	10435652	10435796	peak_3637	10435702	10435746	FBgn0182751	+	0
Scf_2R	10563515	10563794	peak_3660	10566360	10566499	FBgn0197006	-	2567
Scf_2R	10576532	10576934	peak_3665	10566997	10567296	FBgn0182761	+	-9237
Scf_2R	10636916	10637524	peak_3676	10640215	10640352	FBgn0182759	+	2692
Scf_2R	10755725	10755837	peak_3687	10755791	10755819	FBgn0182782	+	0
Scf_2R	10910348	10910593	peak_3711	10898614	10898750	FBgn0196973	-	-11599
Scf_2R	10970137	10970354	peak_3723	10960069	10960103	FBgn0182802	+	-10035
Scf_2R	11001206	11001421	peak_3726	11004280	11004434	FBgn0196968	-	2860
Scf_2R	11063383	11063743	peak_3731	11068625	11069021	FBgn0182817	+	4883
Scf_2R	11080807	11080989	peak_3734	11089588	11089710	FBgn0196963	-	8600
Scf_2R	11100093	11100444	peak_3738	11100328	11100430	FBgn0182819	+	0
Scf_2R	11157956	11158087	peak_3742	11164955	11165132	FBgn0196960	-	6869
Scf_2R	11241099	11241316	peak_3757	11235818	11235901	FBgn0182828	+	-5199
Scf_2R	11422438	11422740	peak_3766	11423369	11423476	FBgn0182836	+	630
Scf_2R	11471093	11471435	peak_3776	11471297	11471318	FBgn0182844	+	0
Scf_2R	11478782	11479030	peak_3780	11480069	11480151	FBgn0182845	+	1040
Scf_2R	11489706	11490046	peak_3782	11492528	11492670	FBgn0196929	-	2483
Scf_2R	11530313	11530494	peak_3788	11524284	11524717	FBgn0182848	+	-5597
Scf_2R	11544968	11545140	peak_3792	11544516	11545130	FBgn0182850	+	0
Scf_2R	11557954	11558469	peak_3800	11562396	11562921	FBgn0182851	+	3928
Scf_2R	11606625	11606974	peak_3805	11599347	11599362	FBgn0196924	-	-7264
Scf_2R	11651672	11652040	peak_3806	11682015	11682427	FBgn0182855	+	29976
Scf_2R	11740495	11740710	peak_3813	11751567	11751590	FBgn0269735	-	10858
Scf_2R	11846432	11847208	peak_3830	11848190	11849120	FBgn0196913	-	983
Scf_2R	12030325	12030550	peak_3847	12030038	12030460	FBgn0196902	-	0
Scf_2R	12068109	12068779	peak_3852	12063821	12063882	FBgn0182877	+	-4228
Scf_2R	12079819	12080130	peak_3855	12084314	12084464	FBgn0196900	-	4185
Scf_2R	12250824	12251016	peak_3874	12252327	12252534	FBgn0270396	-	1312
Scf_2R	12323551	12323880	peak_3879	12281057	12281612	FBgn0182893	+	-41940
Scf_2R	12368358	12369046	peak_3887	12368659	12368854	FBgn0196883	-	0
Scf_2R	12561559	12561814	peak_3913	12560853	12560964	FBgn0196862	-	-596
Scf_2R	12570456	12570656	peak_3916	12570462	12570542	FBgn0196860	-	0
Scf_2R	12685914	12686196	peak_3928	12682328	12682711	FBgn0182918	+	-3204
Scf_2R	12728047	12728184	peak_3939	12728030	12728112	FBgn0196850	-	0
Scf_2R	12766051	12766254	peak_3947	12762995	12763190	FBgn0196845	-	-2862
Scf_2R	12787678	12787801	peak_3953	12787114	12787701	FBgn0196843	-	0
Scf_2R	12840284	12840459	peak_3956	12846427	12846485	FBgn0182937	+	5969
Scf_2R	13138388	13138615	peak_3974	13139107	13139183	FBgn0182960	+	493
Scf_2R	13226381	13226505	peak_3987	13227304	13227433	FBgn0196811	-	800
Scf_2R	13232826	13233030	peak_3990	13230156	13230310	FBgn0182964	+	-2517
Scf_2R	13304175	13304375	peak_3997	13304231	13304239	FBgn0196809	-	0
Scf_2R	13305224	13305750	peak_3998	13305594	13305687	FBgn0196808	-	0
Scf_2R	13312453	13312640	peak_4001	13313461	13313644	FBgn0269819	+	822
Scf_2R	13332837	13332973	peak_4003	13332837	13332926	FBgn0196806	-	0
Scf_2R	13394509	13395100	peak_4010	13384036	13384144	FBgn0270463	+	-10366
Scf_2R	13408371	13408588	peak_4013	13408366	13408603	FBgn0182975	+	0
Scf_2R	13580716	13581736	peak_4035	13578287	13578536	FBgn0182991	+	-2181
Scf_2R	13640477	13640620	peak_4042	13645405	13645780	FBgn0196788	-	4786
Scf_2R	13652917	13653235	peak_4046	13650123	13650146	FBgn0182999	+	-2772
Scf_2R	13658542	13658693	peak_4050	13658200	13658354	FBgn0183000	+	-189
Scf_2R	13670524	13671252	peak_4054	13666785	13666935	FBgn0183001	+	-3590
Scf_2R	13672755	13672972	peak_4055	13677233	13677268	FBgn0012827	-	4262
Scf_2R	13720796	13720946	peak_4061	13698222	13698273	FBgn0196783	-	-22524
Scf_2R	13755503	13755740	peak_4063	13787418	13787547	FBgn0270052	-	31679
Scf_2R	13825793	13826032	peak_4074	13805689	13806417	FBgn0183008	+	-19377
Scf_2R	13937566	13937909	peak_4084	13933987	13934421	FBgn0183012	+	-3146
Scf_2R	14001815	14002034	peak_4106	13997331	13997558	FBgn0183020	+	-4258
Scf_2R	14024479	14024885	peak_4109	14024785	14024853	FBgn0183024	+	0
Scf_2R	14080176	14080363	peak_4116	14080320	14080394	FBgn0183037	+	0
Scf_2R	14099799	14100270	peak_4119	14099597	14099784	FBgn0183040	+	-16
Scf_2R	14119904	14120757	peak_4124	14118987	14119660	FBgn0196756	-	-245
Scf_2R	14150879	14151418	peak_4129	14134242	14134321	FBgn0268962	-	-16559
Scf_2R	14233687	14233873	peak_4139	14232958	14233167	FBgn0196744	-	-521
Scf_2R	14238694	14238900	peak_4140	14243495	14243592	FBgn0196743	-	4596
Scf_2R	14319382	14319548	peak_4153	14319340	14319547	FBgn0183066	+	0
Scf_2R	14375747	14376014	peak_4157	14379104	14379825	FBgn0183072	+	3091
Scf_2R	14387203	14387350	peak_4161	14385176	14385706	FBgn0187104	+	-1498
Scf_2R	14429756	14430026	peak_4168	14422298	14422371	FBgn0196725	-	-7386
Scf_2R	14541514	14541756	peak_4169	14539890	14540635	FBgn0196721	-	-880
Scf_2R	14651417	14651658	peak_4173	14649466	14649515	FBgn0183087	+	-1903
Scf_2R	14839186	14839608	peak_4193	14802223	14802446	FBgn0187107	+	-36741
Scf_2R	14879698	14879825	peak_4203	14891437	14891512	FBgn0269207	-	11613
Scf_2R	14910701	14910998	peak_4209	14910967	14911022	FBgn0269354	+	0
Scf_2R	15044833	15045362	peak_4232	15044644	15045462	FBgn0183143	+	0
Scf_2R	15099028	15099341	peak_4239	15100607	15101669	FBgn0196682	-	1267
Scf_2R	15122003	15123293	peak_4246	15121483	15121768	FBgn0196675	-	-236
Scf_2R	15147499	15147776	peak_4249	15147806	15147949	FBgn0196672	-	31
Scf_2R	15151347	15151639	peak_4253	15149916	15150337	FBgn0196669	-	-1011
Scf_2R	15183318	15183692	peak_4257	15178637	15178644	FBgn0183153	+	-4675
Scf_2R	15200450	15200691	peak_4260	15200430	15200515	FBgn0196663	-	0
Scf_2R	15257992	15258131	peak_4265	15252754	15253197	FBgn0183159	+	-4796
Scf_2R	15298761	15298978	peak_4277	15293068	15293398	FBgn0196654	-	-5364
Scf_2R	15310707	15310822	peak_4282	15310329	15310419	FBgn0187108	+	-289
Scf_2R	15347588	15347870	peak_4291	15348403	15348487	FBgn0196646	-	534
Scf_2R	15350982	15351216	peak_4293	15350873	15351020	FBgn0196645	-	0
Scf_2R	15438602	15439054	peak_4298	15446911	15446927	FBgn0183170	+	7858
Scf_2R	15514897	15515238	peak_4303	15522211	15522247	FBgn0270313	+	6974
Scf_2R	15535900	15536165	peak_4305	15548023	15548056	FBgn0196638	-	11859
Scf_2R	15593590	15593890	peak_4308	15620123	15621639	FBgn0196636	-	26234
Scf_2R	15655505	15655629	peak_4316	15656970	15657003	FBgn0183181	+	1342
Scf_2R	15722051	15722254	peak_4323	15722105	15722230	FBgn0183184	+	0
Scf_2R	15770191	15770490	peak_4329	15778515	15778745	FBgn0196631	-	8026
Scf_2R	15949339	15949555	peak_4359	15950966	15952051	FBgn0183206	+	1412
Scf_2R	15980079	15980378	peak_4367	15980576	15980698	FBgn0186885	-	199
Scf_2R	16019263	16019424	peak_4371	16002195	16002199	FBgn0183213	+	-17065
Scf_2R	16073144	16073343	peak_4373	16080876	16081370	FBgn0269804	+	7534
Scf_2R	16096941	16097158	peak_4376	16087824	16087975	FBgn0183216	+	-8967
Scf_2R	16164543	16164729	peak_4387	16160444	16160509	FBgn0183224	+	-4035
Scf_2R	16406722	16406998	peak_4401	16405054	16405130	FBgn0183236	+	-1593
Scf_2R	16479832	16480176	peak_4406	16535351	16535721	FBgn0067532	+	55176
Scf_2R	16674839	16675586	peak_4419	16676588	16676672	FBgn0082743	-	1003
Scf_2R	16685624	16685834	peak_4423	16685546	16685699	FBgn0064355	-	0
Scf_2R	16694992	16695169	peak_4425	16697033	16697288	FBgn0082758	-	1865
Scf_2R	16942860	16943044	peak_4439	16942771	16942838	FBgn0196588	-	-23
Scf_2R	16982195	16982590	peak_4447	16975249	16975294	FBgn0270770	-	-6902
Scf_2R	17064332	17064653	peak_4458	17067297	17067384	FBgn0196571	-	2645
Scf_2R	17240390	17240820	peak_4466	17232473	17233080	FBgn0196561	-	-7311
Scf_2R	17343095	17343253	peak_4471	17344175	17344271	FBgn0183289	+	923
Scf_2R	17417717	17417863	peak_4480	17417783	17417943	FBgn0183297	+	0
Scf_2R	17516986	17517211	peak_4499	17518398	17518619	FBgn0268613	+	1188
Scf_2R	17572971	17573189	peak_4511	17568747	17568924	FBgn0183312	+	-4048
Scf_2R	17605698	17606048	peak_4516	17612375	17612440	FBgn0196530	-	6328
Scf_2R	17646901	17647078	peak_4523	17652803	17653364	FBgn0183322	+	5726
Scf_2R	17691961	17692408	peak_4531	17692522	17692600	FBgn0196520	-	115
Scf_2R	17706158	17706820	peak_4537	17709200	17709251	FBgn0196519	-	2381
Scf_2R	17827981	17828255	peak_4549	17786653	17786744	FBgn0183336	+	-41238
Scf_2R	17872780	17873567	peak_4550	17877947	17878108	FBgn0196510	-	4381
Scf_2R	17882677	17884632	peak_4553	17878859	17879023	FBgn0183338	+	-3655
Scf_2R	17994259	17994424	peak_4569	18003985	18004526	FBgn0196498	-	9562
Scf_2R	18055288	18055463	peak_4583	18055363	18055428	FBgn0269715	+	0
Scf_2R	18060837	18061093	peak_4585	18061362	18062216	FBgn0270484	+	270
Scf_2R	18063693	18064418	peak_4587	18063766	18063948	FBgn0183352	+	0
Scf_2R	18105567	18105860	peak_4598	18108716	18109064	FBgn0196482	-	2857
Scf_2R	18264478	18264779	peak_4612	18253143	18253802	FBgn0183372	+	-10677
Scf_2R	18331051	18331246	peak_4615	18353779	18353785	FBgn0183376	+	22534
Scf_2R	18458821	18459155	peak_4624	18457160	18457517	FBgn0183382	+	-1305
Scf_2R	18459528	18459760	peak_4625	18461282	18461370	FBgn0270274	+	1523
Scf_2R	18504689	18505362	peak_4630	18502020	18502700	FBgn0196456	-	-1990
Scf_2R	18566031	18566150	peak_4637	18566390	18566505	FBgn0183392	+	241
Scf_2R	18573588	18573961	peak_4640	18573546	18573663	FBgn0196453	-	0
Scf_2R	18683565	18684451	peak_4652	18691839	18692106	FBgn0196447	-	7389
Scf_2R	18716985	18717316	peak_4657	18712186	18712226	FBgn0196446	-	-4760
Scf_2R	18768329	18768746	peak_4661	18760896	18760973	FBgn0183404	+	-7357
Scf_2R	18778759	18778956	peak_4663	18779614	18779990	FBgn0196444	-	659
Scf_2R	18790589	18790724	peak_4666	18789775	18789853	FBgn0183407	+	-737
Scf_2R	18795121	18795390	peak_4668	18793756	18794096	FBgn0183408	+	-1026
Scf_2R	18929654	18929955	peak_4683	18922644	18924874	FBgn0183416	+	-4781
Scf_2R	18956263	18956537	peak_4691	18961089	18961782	FBgn0196435	-	4553
Scf_2R	19001529	19002451	peak_4697	19004659	19004686	FBgn0196433	-	2209
Scf_2R	19008620	19008988	peak_4700	19008751	19008989	FBgn0196431	-	0
Scf_2R	19018348	19018550	peak_4705	19018388	19018457	FBgn0270506	-	0
Scf_2R	19019443	19020148	peak_4707	19019695	19020109	FBgn0196426	-	0
Scf_2R	19036189	19036648	peak_4713	19035758	19036633	FBgn0269460	+	0
Scf_2R	19049191	19049332	peak_4722	19042108	19042622	FBgn0183433	+	-6570
Scf_2R	19072772	19073257	peak_4729	19072364	19072467	FBgn0196421	-	-306
Scf_2R	19334935	19335101	peak_4748	19347058	19347075	FBgn0186876	-	11958
Scf_2R	19365354	19365968	peak_4757	19361474	19361641	FBgn0196404	-	-3714
Scf_2R	19407315	19407790	peak_4761	19406655	19407271	FBgn0016355	+	-45
Scf_2R	19521343	19521547	peak_4770	19464925	19465030	FBgn0269451	-	-56314
Scf_2R	19634880	19635124	peak_4776	19649787	19649983	FBgn0196380	-	14664
Scf_2R	19768355	19768507	peak_4789	19768227	19768426	FBgn0196363	-	0
Scf_2R	19792816	19794107	peak_4797	19792624	19792844	FBgn0196361	-	0
Scf_2R	19804479	19804855	peak_4798	19801684	19801696	FBgn0196359	-	-2784
Scf_2R	19878445	19878593	peak_4806	19873009	19873053	FBgn0196353	-	-5393
Scf_2R	19908292	19908565	peak_4813	19907727	19908022	FBgn0186872	-	-271
Scf_2R	19918055	19918281	peak_4814	19917307	19917403	FBgn0183517	+	-653
Scf_2R	19948636	19948983	peak_4817	19949777	19949940	FBgn0183518	+	795
Scf_2R	19973753	19974123	peak_4820	19968923	19969224	FBgn0196340	-	-4530
Scf_2R	19986327	19986467	peak_4822	19984762	19985312	FBgn0183519	+	-1016
Scf_2R	20023446	20023629	peak_4829	20033181	20033197	FBgn0183521	+	9553
Scf_2R	20061200	20061357	peak_4835	20058565	20058638	FBgn0183528	+	-2563
Scf_2R	20067718	20067935	peak_4837	20065556	20065766	FBgn0183530	+	-1953
Scf_2R	20095210	20095420	peak_4842	20097584	20098235	FBgn0196332	-	2165
Scf_2R	20164893	20165226	peak_4848	20163073	20163211	FBgn0196324	-	-1683
Scf_2R	20228545	20228713	peak_4864	20232530	20232616	FBgn0196315	-	3818
Scf_2R	20244969	20245333	peak_4869	20244957	20245200	FBgn0196312	-	0
Scf_2R	20262923	20263138	peak_4874	20259191	20259618	FBgn0183549	+	-3306
Scf_2R	20300646	20300808	peak_4884	20300475	20300843	FBgn0196302	-	0
Scf_2R	20308006	20308338	peak_4885	20307952	20308177	FBgn0183554	+	0
Scf_2R	20317241	20318044	peak_4888	20315714	20315793	FBgn0183557	+	-1449
Scf_2R	20326373	20326822	peak_4891	20322988	20323549	FBgn0187124	+	-2825
Scf_2R	20392446	20392580	peak_4904	20392449	20392522	FBgn0196289	-	0
Scf_2R	20617808	20617958	peak_4936	20620826	20620948	FBgn0183589	+	2869
Scf_2R	20655895	20656547	peak_4943	20669614	20670850	FBgn0183591	+	13068
Scf_2R	20823270	20823684	peak_4956	20836807	20836894	FBgn0196259	-	13124
Scf_2R	20858729	20858889	peak_4964	20858201	20858299	FBgn0269454	-	-431
Scf_2R	20958819	20959739	peak_4979	20960808	20961184	FBgn0196247	-	1070
Scf_2R	20966457	20966705	peak_4982	20962016	20962030	FBgn0183627	+	-4428
Scf_2R	20976208	20976403	peak_4983	20976320	20976412	FBgn0183628	+	0
Scf_2R	20995348	20995678	peak_4986	21001663	21002049	FBgn0196240	-	5986
Scf_2R	21107001	21107160	peak_5005	21098061	21098566	FBgn0196232	-	-8436
Scf_2R	21165243	21165661	peak_5011	21175154	21175276	FBgn0183644	+	9494
Scf_2R	21179277	21179553	peak_5013	21179711	21179961	FBgn0196228	-	159
Scf_2R	21249129	21249319	peak_5020	21247868	21248039	FBgn0196222	-	-1091
Scf_2R	21261518	21262209	peak_5024	21253988	21254078	FBgn0270615	-	-7441
Scf_2R	21271074	21271194	peak_5026	21270309	21270771	FBgn0268511	-	-304
Scf_2R	21281875	21282037	peak_5028	21277459	21277697	FBgn0196218	-	-4179
Scf_2R	21288965	21289340	peak_5030	21288897	21289073	FBgn0196216	-	0
Scf_2R	21313380	21313728	peak_5036	21317606	21317710	FBgn0196215	-	3879
Scf_2R	21392293	21392462	peak_5045	21391401	21391915	FBgn0196213	-	-379
Scf_2R	21426720	21427126	peak_5049	21436108	21436217	FBgn0183658	+	8983
Scf_2R	21456472	21456647	peak_5051	21456795	21457339	FBgn0183659	+	149
Scf_2R	21468875	21469299	peak_5055	21466194	21466251	FBgn0196210	-	-2625
Scf_2R	21482145	21482325	peak_5061	21477828	21477852	FBgn0196208	-	-4294
Scf_3L	97104	97422	peak_5083	99203	99576	FBgn0185255	+	1782
Scf_3L	176759	177440	peak_5098	176274	176510	FBgn0185263	+	-250
Scf_3L	229582	230354	peak_5106	228467	228716	FBgn0182764	+	-867
Scf_3L	241685	242125	peak_5109	243612	243613	FBgn0182767	+	1488
Scf_3L	262253	262446	peak_5112	262789	263287	FBgn0182771	+	344
Scf_3L	299819	300047	peak_5119	298111	298435	FBgn0196997	-	-1385
Scf_3L	323114	323322	peak_5124	318062	318261	FBgn0185271	+	-4854
Scf_3L	365880	366182	peak_5128	337058	337162	FBgn0196993	-	-28719
Scf_3L	400789	401004	peak_5132	411361	411787	FBgn0196988	-	10358
Scf_3L	516021	516589	peak_5150	506234	506447	FBgn0182780	+	-9575
Scf_3L	669596	670400	peak_5171	672644	672771	FBgn0185225	-	2245
Scf_3L	675299	675471	peak_5173	674984	675004	FBgn0185223	-	-296
Scf_3L	730986	731348	peak_5182	713910	714174	FBgn0185281	+	-16813
Scf_3L	795060	796112	peak_5192	797163	797289	FBgn0185218	-	1052
Scf_3L	980253	980680	peak_5214	983162	983363	FBgn0185299	+	2483
Scf_3L	1142842	1143035	peak_5232	1142681	1142792	FBgn0189167	-	-51
Scf_3L	1157067	1157633	peak_5235	1157783	1157838	FBgn0270721	+	151
Scf_3L	1196069	1196621	peak_5241	1199574	1199798	FBgn0185312	+	2954
Scf_3L	1276598	1276987	peak_5260	1274607	1274669	FBgn0185324	+	-1930
Scf_3L	1393514	1393765	peak_5270	1383159	1383477	FBgn0185329	+	-10038
Scf_3L	1458282	1458621	peak_5282	1456077	1456305	FBgn0185333	+	-1978
Scf_3L	1461545	1461963	peak_5285	1463507	1463915	FBgn0185334	+	1545
Scf_3L	1484138	1484608	peak_5290	1479215	1479572	FBgn0185337	+	-4567
Scf_3L	1493873	1494590	peak_5294	1502763	1503496	FBgn0185339	+	8174
Scf_3L	1569986	1570239	peak_5305	1574643	1574785	FBgn0185166	-	4405
Scf_3L	1598110	1598410	peak_5308	1578435	1578501	FBgn0185165	-	-19610
Scf_3L	1609418	1609650	peak_5309	1632780	1633270	FBgn0185158	-	23131
Scf_3L	1741342	1741541	peak_5323	1744657	1744716	FBgn0189156	-	3117
Scf_3L	1760017	1760220	peak_5324	1766613	1766712	FBgn0185361	+	6394
Scf_3L	1918388	1918533	peak_5346	1880760	1881097	FBgn0185370	+	-37292
Scf_3L	2013274	2013654	peak_5356	2013202	2013430	FBgn0185128	-	0
Scf_3L	2082942	2083118	peak_5365	2089891	2090121	FBgn0185118	-	6774
Scf_3L	2315691	2316000	peak_5385	2287806	2287871	FBgn0185105	-	-27821
Scf_3L	2347582	2348012	peak_5393	2354326	2354720	FBgn0185395	+	6315
Scf_3L	2369862	2370333	peak_5398	2365769	2366340	FBgn0185103	-	-3523
Scf_3L	2379744	2380108	peak_5402	2377669	2377946	FBgn0185398	+	-1799
Scf_3L	2386706	2387159	peak_5405	2390985	2391314	FBgn0185101	-	3827
Scf_3L	2426883	2427256	peak_5408	2441474	2441708	FBgn0185100	-	14219
Scf_3L	2468353	2468531	peak_5413	2473443	2473594	FBgn0185099	-	4913
Scf_3L	2477684	2477803	peak_5417	2476442	2476524	FBgn0185401	+	-1161
Scf_3L	2487259	2487396	peak_5421	2487344	2487461	FBgn0185404	+	0
Scf_3L	2520987	2521192	peak_5423	2518951	2519153	FBgn0185407	+	-1835
Scf_3L	2570948	2571200	peak_5426	2557621	2557623	FBgn0185090	-	-13326
Scf_3L	2668768	2668929	peak_5441	2664914	2665088	FBgn0185418	+	-3681
Scf_3L	2813962	2814750	peak_5447	2848509	2848614	FBgn0185422	+	33760
Scf_3L	2916614	2916806	peak_5456	2916727	2916938	FBgn0185429	+	0
Scf_3L	2945048	2945266	peak_5463	2928764	2928824	FBgn0185432	+	-16225
Scf_3L	2983257	2983791	peak_5469	2985542	2985619	FBgn0185072	-	1752
Scf_3L	3001784	3001925	peak_5473	3001859	3002038	FBgn0185433	+	0
Scf_3L	3243456	3243615	peak_5503	3233429	3233571	FBgn0185459	+	-9886
Scf_3L	3264942	3265103	peak_5504	3266104	3266174	FBgn0084867	+	1002
Scf_3L	3363042	3363186	peak_5512	3363163	3363268	FBgn0185468	+	0
Scf_3L	3397562	3398163	peak_5515	3382081	3382168	FBgn0185472	+	-15395
Scf_3L	3453937	3454559	peak_5523	3439994	3440121	FBgn0185473	+	-13817
