gene	gapped_len	mel_len	sim_len	gap_num	indel_num	indel_mean_len	ungapped_len
FBgn0028962	1001	1000	1001	1	1	1	1000
FBgn0028965	1072	1000	1053	91	10	9.1	981
FBgn0028968	1010	1000	974	46	14	3.2857142857142856	964
FBgn0028978	1058	1000	1050	66	9	7.333333333333333	992
FBgn0028980	1002	1000	764	240	4	60	762
FBgn0028981	1046	1000	1013	79	15	5.266666666666667	967
FBgn0028982	1029	1000	1008	50	15	3.3333333333333335	979
FBgn0028983	1011	1000	1002	20	6	3.3333333333333335	991
FBgn0028987	1041	1000	998	84	8	10.5	957
FBgn0028992	1026	1000	1022	30	6	5	996
FBgn0028996	1087	1000	1058	116	14	8.285714285714286	971
FBgn0028997	715	702	673	55	9	6.111111111111111	660
FBgn0028999	1002	1000	988	16	6	2.6666666666666665	986
FBgn0029002	1030	1000	1002	58	12	4.833333333333333	972
FBgn0029003	1000	1000	981	19	4	4.75	981
FBgn0029006	1001	1000	971	31	5	6.2	970
FBgn0029067	1022	1000	1018	26	5	5.2	996
FBgn0029079	1005	1000	997	13	7	1.8571428571428572	992
FBgn0029088	1004	1000	1001	7	4	1.75	997
FBgn0029094	1008	1000	913	103	8	12.875	905
FBgn0029105	1025	1000	1002	48	5	9.6	977
FBgn0029113	1047	1000	1032	62	10	6.2	985
FBgn0029114	1022	1000	993	51	9	5.666666666666667	971
FBgn0029117	1002	1000	998	6	3	2	996
FBgn0029118	1000	1000	995	5	2	2.5	995
FBgn0029121	1014	1000	1011	17	2	8.5	997
FBgn0029123	1000	1000	968	32	5	6.4	968
FBgn0029133	1009	1000	991	27	6	4.5	982
FBgn0029134	1064	1000	1050	78	11	7.090909090909091	986
FBgn0029137	1018	1000	1016	20	4	5	998
FBgn0029147	1017	1000	994	40	7	5.714285714285714	977
FBgn0029152	1051	1000	969	133	26	5.115384615384615	918
FBgn0029157	1001	1000	987	15	3	5	986
FBgn0029158	1038	1000	1022	54	9	6	984
FBgn0029167	1103	1000	1055	151	12	12.583333333333334	952
FBgn0029172	1089	1000	1069	109	21	5.190476190476191	980
FBgn0029502	927	927	193	734	4	183.5	193
FBgn0029503	1015	1000	984	46	7	6.571428571428571	969
FBgn0029504	1002	1000	965	39	9	4.333333333333333	963
FBgn0029506	1060	1000	957	163	16	10.1875	897
FBgn0029507	1071	1000	994	148	15	9.866666666666667	923
FBgn0029508	1039	1000	994	84	14	6	955
FBgn0029512	1004	1000	977	31	4	7.75	973
FBgn0029514	1000	1000	717	283	3	94.33333333333333	717
FBgn0029518	1072	1000	1037	107	16	6.6875	965
FBgn0029522	1018	1000	790	246	5	49.2	772
FBgn0029529	1047	1000	1040	54	10	5.4	993
FBgn0029531	839	837	835	6	5	1.2	833
FBgn0029532	1004	1000	968	40	10	4	964
FBgn0029535	1047	1000	1034	60	10	6	987
FBgn0029539	1023	1000	1019	27	3	9	996
FBgn0029552	1020	1000	995	45	7	6.428571428571429	975
FBgn0029568	857	855	846	13	7	1.8571428571428572	844
FBgn0029573	1015	1000	967	63	3	21	952
FBgn0029587	1001	1000	980	22	5	4.4	979
FBgn0029588	1031	1000	1023	39	7	5.571428571428571	992
FBgn0029594	1026	1000	1025	27	5	5.4	999
FBgn0029603	1034	1000	986	82	6	13.666666666666666	952
FBgn0029606	1017	1000	1011	23	5	4.6	994
FBgn0029608	1000	1000	939	61	11	5.545454545454546	939
FBgn0029639	1056	1000	1024	88	15	5.866666666666666	968
FBgn0029649	1032	1000	909	155	14	11.071428571428571	877
FBgn0029657	1077	1000	980	174	13	13.384615384615385	903
FBgn0029659	1047	1000	1004	90	17	5.294117647058823	957
FBgn0029662	1008	1000	849	167	12	13.916666666666666	841
FBgn0029663	1014	1000	992	36	12	3	978
FBgn0029665	1092	1000	1059	125	12	10.416666666666666	967
FBgn0029667	1019	1000	967	71	9	7.888888888888889	948
FBgn0029681	1033	1000	997	69	12	5.75	964
FBgn0029686	1038	1000	1020	56	8	7	982
FBgn0029690	1045	1000	1032	58	12	4.833333333333333	987
FBgn0029693	1040	1000	949	131	9	14.555555555555555	909
FBgn0029694	1016	1000	968	64	11	5.818181818181818	952
FBgn0029696	1009	1000	997	21	9	2.3333333333333335	988
FBgn0029697	1009	1000	1001	17	8	2.125	992
FBgn0029700	1033	1000	1025	41	10	4.1	992
FBgn0029701	1019	1000	830	208	9	23.11111111111111	811
FBgn0029702	1029	1000	1014	44	9	4.888888888888889	985
FBgn0029703	1005	1000	729	281	12	23.416666666666668	724
FBgn0029705	1023	1000	983	63	16	3.9375	960
FBgn0029708	1008	1000	980	36	11	3.272727272727273	972
FBgn0029709	1001	1000	987	15	7	2.142857142857143	986
FBgn0029712	1001	1000	987	15	6	2.5	986
FBgn0029714	1000	1000	993	7	2	3.5	993
FBgn0029716	1054	1000	987	121	19	6.368421052631579	933
FBgn0029718	1003	1000	944	62	13	4.769230769230769	941
FBgn0029719	1042	1000	974	110	16	6.875	932
FBgn0029720	1034	1000	991	77	13	5.923076923076923	957
FBgn0029725	1027	1000	1008	46	11	4.181818181818182	981
FBgn0029726	1005	1000	960	50	8	6.25	955
FBgn0029727	1057	1000	984	130	12	10.833333333333334	927
FBgn0029729	1034	1000	973	95	13	7.3076923076923075	939
FBgn0029733	1033	1000	995	71	10	7.1	962
FBgn0029736	1010	1000	963	57	17	3.3529411764705883	953
FBgn0029737	1001	1000	975	27	9	3	974
FBgn0029747	1062	1000	974	150	16	9.375	912
FBgn0029750	709	702	649	67	11	6.090909090909091	642
FBgn0029752	1011	1000	794	228	9	25.333333333333332	783
FBgn0029754	1006	1000	975	37	4	9.25	969
FBgn0029756	1009	1000	982	36	13	2.769230769230769	973
FBgn0029762	1021	1000	932	110	17	6.470588235294118	911
FBgn0029763	1013	1000	715	311	13	23.923076923076923	702
FBgn0029768	1008	1000	928	88	20	4.4	920
FBgn0029769	1026	1000	988	64	17	3.764705882352941	962
FBgn0029770	1015	1000	932	98	10	9.8	917
FBgn0029771	1018	1000	953	83	8	10.375	935
FBgn0029778	1007	1000	982	32	10	3.2	975
FBgn0029783	1003	1000	946	60	6	10	943
FBgn0029785	1054	1000	1031	77	11	7	977
FBgn0029798	1015	1000	1007	23	4	5.75	992
FBgn0029799	702	694	634	76	8	9.5	626
FBgn0029801	1011	1000	995	27	5	5.4	984
FBgn0029804	1068	1000	1001	135	12	11.25	933
FBgn0029807	1018	1000	969	67	11	6.090909090909091	951
FBgn0029809	1000	1000	990	10	6	1.6666666666666667	990
FBgn0029810	1000	1000	998	2	2	1	998
FBgn0029811	1037	1000	976	98	15	6.533333333333333	939
FBgn0029813	1029	1000	1009	49	9	5.444444444444445	980
FBgn0029816	1003	1000	895	111	9	12.333333333333334	892
FBgn0029819	1036	1000	1003	69	17	4.0588235294117645	967
FBgn0029820	1003	1000	1000	6	3	2	997
FBgn0029821	1004	1000	944	64	12	5.333333333333333	940
FBgn0029823	1024	1000	1014	34	8	4.25	990
FBgn0029824	1036	1000	994	78	15	5.2	958
FBgn0029827	1020	1000	966	74	13	5.6923076923076925	946
FBgn0029828	1029	1000	942	116	15	7.733333333333333	913
FBgn0029830	1001	1000	948	54	8	6.75	947
FBgn0029831	1030	1000	999	61	12	5.083333333333333	969
FBgn0029834	1018	1000	1001	35	10	3.5	983
FBgn0029835	1003	1000	977	29	9	3.2222222222222223	974
FBgn0029836	1013	1000	863	163	10	16.3	850
FBgn0029838	1010	1000	998	22	10	2.2	988
FBgn0029839	1063	1000	1013	113	10	11.3	950
FBgn0029848	1004	1000	979	29	7	4.142857142857143	975
FBgn0029851	1040	1000	1009	71	9	7.888888888888889	969
FBgn0029853	1033	1000	982	84	12	7	949
FBgn0029857	1000	1000	999	1	1	1	999
FBgn0029858	1003	1000	1000	6	3	2	997
FBgn0029860	1000	1000	991	9	2	4.5	991
FBgn0029861	1015	1000	978	52	11	4.7272727272727275	963
FBgn0029863	1003	1000	961	45	14	3.2142857142857144	958
FBgn0029864	1017	1000	959	75	16	4.6875	942
FBgn0029867	1045	1000	1011	79	7	11.285714285714286	966
FBgn0029870	1008	1000	946	70	5	14	938
FBgn0029873	1047	1000	995	99	16	6.1875	948
FBgn0029874	1033	1000	1026	40	8	5	993
FBgn0029877	986	986	916	70	11	6.363636363636363	916
FBgn0029881	765	750	724	56	12	4.666666666666667	709
FBgn0029882	1013	1000	997	29	10	2.9	984
FBgn0029885	1016	1000	998	34	5	6.8	982
FBgn0029887	1025	1000	1000	50	6	8.333333333333334	975
FBgn0029888	1031	1000	998	64	19	3.3684210526315788	967
FBgn0029892	1004	1000	580	428	5	85.6	576
FBgn0029894	1077	1000	1060	94	11	8.545454545454545	983
FBgn0029895	1077	1000	1060	94	11	8.545454545454545	983
FBgn0029896	1010	1000	983	37	9	4.111111111111111	973
FBgn0029898	1004	1000	951	57	10	5.7	947
FBgn0029903	1017	1000	1005	29	4	7.25	988
FBgn0029905	1007	1000	998	16	2	8	991
FBgn0029906	1006	1000	997	15	2	7.5	991
FBgn0029909	1051	1000	1012	90	11	8.181818181818182	961
FBgn0029911	1021	1000	1013	29	8	3.625	992
FBgn0029912	1043	1000	1021	65	15	4.333333333333333	978
FBgn0029913	1013	1000	1007	19	5	3.8	994
FBgn0029914	1013	1000	1010	16	5	3.2	997
FBgn0029915	1015	1000	1009	21	7	3	994
FBgn0029922	1037	1000	987	87	21	4.142857142857143	950
FBgn0029924	1023	1000	996	50	9	5.555555555555555	973
FBgn0029925	1000	1000	972	28	13	2.1538461538461537	972
FBgn0029928	1013	1000	991	35	4	8.75	978
FBgn0029929	1006	1000	1001	11	3	3.6666666666666665	995
FBgn0029930	1001	1000	986	16	6	2.6666666666666665	985
FBgn0029931	1001	1000	823	179	6	29.833333333333332	822
FBgn0029932	1060	1000	1029	91	15	6.066666666666666	969
FBgn0029935	730	719	636	105	13	8.076923076923077	625
FBgn0029936	1038	1000	1023	53	14	3.7857142857142856	985
FBgn0029937	1025	1000	1021	29	8	3.625	996
FBgn0029939	1021	1000	964	78	12	6.5	943
FBgn0029940	1026	1000	932	120	11	10.909090909090908	906
FBgn0029942	1001	1000	958	44	11	4	957
FBgn0029944	1008	1000	968	48	9	5.333333333333333	960
FBgn0029945	1005	1000	964	46	11	4.181818181818182	959
FBgn0029947	1031	1000	900	162	13	12.461538461538462	869
FBgn0029948	1004	1000	1002	6	3	2	998
FBgn0029950	1009	1000	992	26	9	2.888888888888889	983
FBgn0029951	1012	1000	979	45	6	7.5	967
FBgn0029952	1022	1000	1002	42	5	8.4	980
FBgn0029955	1000	1000	981	19	7	2.7142857142857144	981
FBgn0029957	1009	1000	1009	9	2	4.5	1000
FBgn0029958	1002	1000	995	9	6	1.5	993
FBgn0029959	1031	1000	1020	42	6	7	989
FBgn0029961	1000	1000	997	3	3	1	997
FBgn0029962	1011	1000	981	41	8	5.125	970
FBgn0029963	1017	1000	1005	29	9	3.2222222222222223	988
FBgn0029964	1041	1000	849	233	13	17.923076923076923	808
FBgn0029965	1021	1000	1021	21	2	10.5	1000
FBgn0029966	783	753	737	76	9	8.444444444444445	707
FBgn0029968	1037	1000	1030	44	7	6.285714285714286	993
FBgn0029970	1045	1000	996	94	9	10.444444444444445	951
FBgn0029974	1017	1000	1009	25	9	2.7777777777777777	992
FBgn0029975	1021	1000	1015	27	8	3.375	994
FBgn0029977	1001	1000	997	5	4	1.25	996
FBgn0029986	1003	1000	931	75	11	6.818181818181818	928
FBgn0029987	1009	1000	954	64	10	6.4	945
FBgn0029990	1009	1000	962	56	14	4	953
FBgn0029992	1016	1000	1011	21	8	2.625	995
FBgn0029993	1009	1000	1003	15	5	3	994
FBgn0029994	1026	1000	962	90	17	5.294117647058823	936
FBgn0029995	1036	1000	1009	63	11	5.7272727272727275	973
FBgn0029996	1036	1000	1033	39	7	5.571428571428571	997
FBgn0029997	1021	1000	1008	34	8	4.25	987
FBgn0029999	1025	1000	1019	31	6	5.166666666666667	994
FBgn0030001	1003	1000	990	16	2	8	987
FBgn0030003	1012	1000	842	182	9	20.22222222222222	830
FBgn0030005	1044	1000	970	118	19	6.2105263157894735	926
FBgn0030007	1006	1000	1000	12	4	3	994
FBgn0030008	1006	1000	1000	12	4	3	994
FBgn0030013	1003	1000	1003	3	2	1.5	1000
FBgn0030014	1017	1000	941	93	15	6.2	924
FBgn0030015	1006	1000	920	92	13	7.076923076923077	914
FBgn0030016	1014	1000	917	111	14	7.928571428571429	903
FBgn0030017	1022	1000	941	103	17	6.0588235294117645	919
FBgn0030018	1015	1000	900	130	16	8.125	885
FBgn0030025	1026	1000	1017	35	12	2.9166666666666665	991
FBgn0030026	1013	1000	978	48	8	6	965
FBgn0030027	1056	1000	1030	82	20	4.1	974
FBgn0030028	1094	1000	1083	105	10	10.5	989
FBgn0030029	1014	1000	997	31	4	7.75	983
FBgn0030030	1017	1000	1009	25	6	4.166666666666667	992
FBgn0030033	1044	1000	964	124	17	7.294117647058823	920
FBgn0030034	1007	1000	926	88	10	8.8	919
FBgn0030037	1013	1000	988	38	9	4.222222222222222	975
FBgn0030038	1004	1000	1004	4	1	4	1000
FBgn0030040	1013	1000	955	71	11	6.454545454545454	942
FBgn0030048	1015	1000	1014	16	5	3.2	999
FBgn0030049	1011	1000	998	24	6	4	987
FBgn0030054	1067	1000	986	148	19	7.7894736842105265	919
FBgn0030055	1001	1000	995	7	4	1.75	994
FBgn0030056	1006	989	968	55	17	3.235294117647059	951
FBgn0030057	1003	1000	909	97	2	48.5	906
FBgn0030058	1009	1000	889	129	13	9.923076923076923	880
FBgn0030060	1001	1000	1001	1	1	1	1000
FBgn0030061	1080	1000	1067	93	10	9.3	987
FBgn0030063	1002	1000	993	11	3	3.6666666666666665	991
FBgn0030065	1037	1000	940	134	13	10.307692307692308	903
FBgn0030066	1032	1000	993	71	16	4.4375	961
FBgn0030067	1017	1000	997	37	10	3.7	980
FBgn0030071	1044	1000	1022	66	9	7.333333333333333	978
FBgn0030077	1046	1000	982	110	14	7.857142857142857	936
FBgn0030081	1005	1000	998	12	3	4	993
FBgn0030082	1000	1000	995	5	1	5	995
FBgn0030087	749	732	743	23	8	2.875	726
FBgn0030090	1007	1000	992	22	8	2.75	985
FBgn0030091	1064	1000	1005	123	13	9.461538461538462	941
FBgn0030092	1000	1000	995	5	1	5	995
FBgn0030093	1000	1000	989	11	4	2.75	989
FBgn0030096	1012	1000	963	61	10	6.1	951
FBgn0030097	1042	1000	924	160	18	8.88888888888889	882
FBgn0030098	1042	1000	922	162	18	9	880
FBgn0030102	1052	1000	954	150	20	7.5	902
FBgn0030103	1040	1000	972	108	19	5.684210526315789	932
FBgn0030107	1015	1000	981	49	8	6.125	966
FBgn0030121	1044	1000	987	101	9	11.222222222222221	943
FBgn0030136	1026	1000	1019	33	10	3.3	993
FBgn0030141	1022	1000	995	49	10	4.9	973
FBgn0030148	1030	1000	959	101	11	9.181818181818182	929
FBgn0030151	1003	1000	982	24	8	3	979
FBgn0030156	1058	1000	1024	92	13	7.076923076923077	966
FBgn0030157	1007	1000	970	44	12	3.6666666666666665	963
FBgn0030158	719	682	687	69	9	7.666666666666667	650
FBgn0030160	1030	1000	950	110	13	8.461538461538462	920
FBgn0030162	1005	1000	926	84	10	8.4	921
FBgn0030167	1000	1000	994	6	3	2	994
FBgn0030174	1034	1000	975	93	15	6.2	941
FBgn0030178	1001	1000	994	8	4	2	993
FBgn0030181	1064	1000	1047	81	16	5.0625	983
FBgn0030183	1012	1000	1011	13	5	2.6	999
FBgn0030186	1009	1000	936	82	13	6.3076923076923075	927
FBgn0030187	1005	1000	961	49	12	4.083333333333333	956
FBgn0030191	1023	1000	861	185	8	23.125	838
FBgn0030196	1019	1000	995	43	8	5.375	976
FBgn0030204	1038	1000	996	80	4	20	958
FBgn0030206	1010	1000	1003	17	7	2.4285714285714284	993
FBgn0030207	1030	1000	998	62	13	4.769230769230769	968
FBgn0030208	1008	1000	733	283	5	56.6	725
FBgn0030217	1016	1000	997	35	9	3.888888888888889	981
FBgn0030218	1024	1000	1023	25	8	3.125	999
FBgn0030224	1027	1000	999	55	7	7.857142857142857	972
FBgn0030228	1018	1000	966	70	11	6.363636363636363	948
FBgn0030230	1072	1000	1041	103	17	6.0588235294117645	969
FBgn0030237	1022	1000	796	248	14	17.714285714285715	774
FBgn0030242	1017	1000	966	68	12	5.666666666666667	949
FBgn0030243	1000	1000	956	44	4	11	956
FBgn0030244	1029	1000	931	127	14	9.071428571428571	902
FBgn0030251	1074	1000	1010	138	20	6.9	936
FBgn0030257	1030	1000	989	71	13	5.461538461538462	959
FBgn0030258	1007	1000	971	43	7	6.142857142857143	964
FBgn0030259	1042	1000	1008	76	14	5.428571428571429	966
FBgn0030260	1030	1000	995	65	10	6.5	965
FBgn0030262	1023	1000	976	70	9	7.777777777777778	953
FBgn0030266	1014	1000	1011	17	7	2.4285714285714284	997
FBgn0030268	1031	1000	1026	36	5	7.2	995
FBgn0030269	1026	1000	1020	32	5	6.4	994
FBgn0030270	1006	1000	948	64	12	5.333333333333333	942
FBgn0030271	1008	1000	933	83	15	5.533333333333333	925
FBgn0030272	754	740	702	66	16	4.125	688
FBgn0030276	1079	1000	1025	133	19	7	946
FBgn0030277	1014	1000	965	63	12	5.25	951
FBgn0030278	1036	1000	999	73	14	5.214285714285714	963
FBgn0030283	1013	1000	984	42	8	5.25	971
FBgn0030286	1007	1000	960	54	9	6	953
FBgn0030289	1012	1000	981	43	9	4.777777777777778	969
FBgn0030290	1011	1000	1007	15	3	5	996
FBgn0030296	1001	1000	962	40	11	3.6363636363636362	961
FBgn0030300	1075	1000	995	155	22	7.045454545454546	920
FBgn0030301	1026	1000	971	81	14	5.785714285714286	945
FBgn0030311	1040	1000	966	114	13	8.76923076923077	926
FBgn0030313	1011	1000	995	27	5	5.4	984
FBgn0030316	846	843	826	23	9	2.5555555555555554	823
FBgn0030317	1005	1000	1001	9	2	4.5	996
FBgn0030319	1016	1000	1011	21	6	3.5	995
FBgn0030320	1014	1000	983	45	9	5	969
FBgn0030321	1007	1000	805	209	11	19	798
FBgn0030323	1006	1000	990	22	7	3.142857142857143	984
FBgn0030329	1002	1000	997	7	3	2.3333333333333335	995
FBgn0030332	1029	1000	955	103	12	8.583333333333334	926
FBgn0030334	1007	1000	942	72	12	6	935
FBgn0030336	1004	1000	957	51	10	5.1	953
FBgn0030338	1065	1000	980	150	20	7.5	915
FBgn0030339	1042	1000	986	98	26	3.769230769230769	944
FBgn0030342	1002	1000	993	11	3	3.6666666666666665	991
FBgn0030343	1011	1000	1001	21	6	3.5	990
FBgn0030344	1016	1000	1003	29	5	5.8	987
FBgn0030345	1004	1000	1004	4	2	2	1000
FBgn0030346	1017	1000	991	43	12	3.5833333333333335	974
FBgn0030347	1018	1000	1011	25	8	3.125	993
FBgn0030348	1015	1000	1000	30	9	3.3333333333333335	985
FBgn0030349	1002	1000	996	8	4	2	994
FBgn0030350	1043	1000	1021	65	13	5	978
FBgn0030357	1003	1000	979	27	10	2.7	976
FBgn0030358	1002	1000	960	44	11	4	958
FBgn0030359	741	728	715	39	8	4.875	702
FBgn0030360	1043	1000	989	97	14	6.928571428571429	946
FBgn0030361	1022	1000	901	143	8	17.875	879
FBgn0030362	1004	1000	965	43	3	14.333333333333334	961
FBgn0030367	1005	1000	565	445	9	49.44444444444444	560
FBgn0030370	1041	1000	1014	68	12	5.666666666666667	973
FBgn0030373	1065	1000	1032	98	14	7	967
FBgn0030375	1032	1000	992	72	13	5.538461538461538	960
FBgn0030377	1031	1000	949	113	12	9.416666666666666	918
FBgn0030384	1012	1000	982	42	13	3.230769230769231	970
FBgn0030385	1006	1000	995	17	7	2.4285714285714284	989
FBgn0030391	1008	1000	983	33	11	3	975
FBgn0030394	1025	1000	998	52	12	4.333333333333333	973
FBgn0030398	1012	1000	946	78	13	6	934
FBgn0030400	1014	1000	998	30	11	2.727272727272727	984
FBgn0030403	1000	1000	710	290	7	41.42857142857143	710
FBgn0030407	1015	1000	994	36	6	6	979
FBgn0030408	1050	978	1021	101	18	5.611111111111111	949
FBgn0030409	1018	1000	850	186	17	10.941176470588236	832
FBgn0030410	1000	1000	990	10	1	10	990
FBgn0030411	1000	1000	990	10	1	10	990
FBgn0030412	724	710	688	50	10	5	674
FBgn0030417	1019	1000	904	134	18	7.444444444444445	885
FBgn0030418	1115	1000	1088	142	19	7.473684210526316	973
FBgn0030425	1042	1000	962	122	22	5.545454545454546	920
FBgn0030431	780	760	725	75	10	7.5	705
FBgn0030432	1002	1000	939	65	8	8.125	937
FBgn0030433	1002	1000	935	69	8	8.625	933
FBgn0030434	1096	1000	1052	140	12	11.666666666666666	956
FBgn0030435	1001	1000	748	254	4	63.5	747
FBgn0030437	1069	1000	1054	84	16	5.25	985
FBgn0030438	785	764	741	65	7	9.285714285714286	720
FBgn0030439	1063	1000	1040	86	12	7.166666666666667	977
FBgn0030440	1037	1000	994	80	13	6.153846153846154	957
FBgn0030443	1076	1000	1023	129	19	6.7894736842105265	947
FBgn0030447	920	920	895	25	7	3.5714285714285716	895
FBgn0030451	1020	1000	979	61	9	6.777777777777778	959
FBgn0030457	1000	1000	997	3	1	3	997
FBgn0030459	1024	1000	970	78	15	5.2	946
FBgn0030465	1014	1000	993	35	9	3.888888888888889	979
FBgn0030467	1032	1000	1020	44	10	4.4	988
FBgn0030468	1054	1000	993	115	15	7.666666666666667	939
FBgn0030474	1001	1000	459	543	5	108.6	458
FBgn0030477	1004	1000	970	38	12	3.1666666666666665	966
FBgn0030479	1019	1000	1003	35	7	5	984
FBgn0030480	1022	1000	993	51	11	4.636363636363637	971
FBgn0030481	1016	1000	1002	30	9	3.3333333333333335	986
FBgn0030484	1002	1000	993	11	4	2.75	991
FBgn0030485	1017	1000	1000	34	6	5.666666666666667	983
FBgn0030486	1027	1000	1005	49	8	6.125	978
FBgn0030492	1097	1000	1084	110	11	10	987
FBgn0030493	1026	1000	991	61	12	5.083333333333333	965
FBgn0030494	1046	1000	1020	72	10	7.2	974
FBgn0030495	1042	1000	995	89	13	6.846153846153846	953
FBgn0030500	1000	1000	991	9	1	9	991
FBgn0030501	1009	1000	1009	9	2	4.5	1000
FBgn0030502	1029	1000	996	62	13	4.769230769230769	967
FBgn0030503	1028	1000	995	61	13	4.6923076923076925	967
FBgn0030504	1063	1000	1049	77	11	7	986
FBgn0030505	1059	1000	1049	69	9	7.666666666666667	990
FBgn0030507	1005	1000	1001	9	2	4.5	996
FBgn0030509	1039	1000	996	82	13	6.3076923076923075	957
FBgn0030511	1058	1000	1021	95	24	3.9583333333333335	963
FBgn0030512	897	890	650	254	11	23.09090909090909	643
FBgn0030514	1014	1000	1014	14	1	14	1000
FBgn0030518	1001	1000	973	29	3	9.666666666666666	972
FBgn0030519	695	673	671	46	11	4.181818181818182	649
FBgn0030521	1013	1000	1012	14	3	4.666666666666667	999
FBgn0030522	1017	1000	1007	27	6	4.5	990
FBgn0030528	1001	1000	994	8	2	4	993
FBgn0030530	817	783	715	136	12	11.333333333333334	681
FBgn0030536	1118	1000	1071	165	19	8.68421052631579	953
FBgn0030537	1052	1000	1040	64	13	4.923076923076923	988
FBgn0030538	1004	1000	531	477	8	59.625	527
FBgn0030539	1005	1000	917	93	16	5.8125	912
FBgn0030540	1007	1000	1001	13	4	3.25	994
FBgn0030541	1032	1000	989	75	14	5.357142857142857	957
FBgn0030542	1004	1000	965	43	9	4.777777777777778	961
FBgn0030543	1018	1000	911	125	11	11.363636363636363	893
FBgn0030544	1025	1000	979	71	7	10.142857142857142	954
FBgn0030551	1005	1000	989	21	7	3	984
FBgn0030552	1005	1000	972	38	7	5.428571428571429	967
FBgn0030554	1001	1000	999	3	3	1	998
FBgn0030555	1014	1000	1006	22	8	2.75	992
FBgn0030559	1010	1000	957	63	13	4.846153846153846	947
FBgn0030562	1016	1000	965	67	11	6.090909090909091	949
FBgn0030569	1027	1000	941	113	10	11.3	914
FBgn0030570	1000	1000	979	21	5	4.2	979
FBgn0030571	1051	1000	936	166	17	9.764705882352942	885
FBgn0030574	1030	1000	1009	51	14	3.642857142857143	979
FBgn0030575	1061	1000	1033	89	14	6.357142857142857	972
FBgn0030577	1006	1000	864	148	12	12.333333333333334	858
FBgn0030578	786	782	291	499	8	62.375	287
FBgn0030582	1004	1000	488	520	5	104	484
FBgn0030583	983	939	933	94	14	6.714285714285714	889
FBgn0030586	1055	1000	1037	73	9	8.11111111111111	982
FBgn0030587	1024	1000	1003	45	12	3.75	979
FBgn0030588	1039	1000	986	92	13	7.076923076923077	947
FBgn0030589	1023	1000	998	48	7	6.857142857142857	975
FBgn0030590	1078	1000	1055	101	11	9.181818181818182	977
FBgn0030592	1069	1000	1059	79	10	7.9	990
FBgn0030593	1027	1000	1000	54	12	4.5	973
FBgn0030595	1042	997	1038	49	11	4.454545454545454	993
FBgn0030597	820	809	817	14	5	2.8	806
FBgn0030598	1004	1000	937	71	17	4.176470588235294	933
FBgn0030599	1003	1000	864	142	4	35.5	861
FBgn0030600	1001	1000	998	4	4	1	997
FBgn0030605	1002	1000	996	8	5	1.6	994
FBgn0030607	1054	1000	1037	71	12	5.916666666666667	983
FBgn0030611	1046	1000	1006	86	17	5.0588235294117645	960
FBgn0030612	1007	1000	1001	13	4	3.25	994
FBgn0030613	1044	1000	992	96	12	8	948
FBgn0030614	1008	1000	974	42	10	4.2	966
FBgn0030615	1074	1000	1047	101	14	7.214285714285714	973
FBgn0030616	1051	1000	1032	70	8	8.75	981
FBgn0030617	1039	1000	1012	66	10	6.6	973
FBgn0030620	1037	1000	1003	71	9	7.888888888888889	966
FBgn0030622	1014	1000	977	51	11	4.636363636363637	963
FBgn0030624	1038	1000	1023	53	9	5.888888888888889	985
FBgn0030625	1007	1000	828	186	9	20.666666666666668	821
FBgn0030628	1035	1000	1022	48	9	5.333333333333333	987
FBgn0030629	901	889	257	656	7	93.71428571428571	245
FBgn0030630	1024	1000	933	115	20	5.75	909
FBgn0030631	1012	1000	670	354	8	44.25	658
FBgn0030634	1044	1000	1006	82	11	7.454545454545454	962
FBgn0030638	1012	993	971	60	11	5.454545454545454	952
FBgn0030643	1036	1000	987	85	10	8.5	951
FBgn0030653	1067	1000	994	140	15	9.333333333333334	927
FBgn0030657	1010	1000	1000	20	3	6.666666666666667	990
FBgn0030659	1016	1000	991	41	7	5.857142857142857	975
FBgn0030660	1037	1000	1016	58	6	9.666666666666666	979
FBgn0030661	1007	1000	974	40	4	10	967
FBgn0030662	1043	1000	1007	79	16	4.9375	964
FBgn0030663	1012	1000	903	121	12	10.083333333333334	891
FBgn0030664	1035	1000	978	92	11	8.363636363636363	943
FBgn0030666	1025	1000	971	79	17	4.647058823529412	946
FBgn0030667	1030	1000	752	308	21	14.666666666666666	722
FBgn0030670	1011	1000	965	57	5	11.4	954
FBgn0030671	1006	1000	970	42	10	4.2	964
FBgn0030672	1041	1000	1023	59	9	6.555555555555555	982
FBgn0030673	1006	1000	974	38	9	4.222222222222222	968
FBgn0030675	1017	1000	1003	31	9	3.4444444444444446	986
FBgn0030676	1000	1000	667	333	5	66.6	667
FBgn0030678	1020	1000	990	50	3	16.666666666666668	970
FBgn0030679	1020	1000	998	42	2	21	978
FBgn0030684	1003	1000	932	74	9	8.222222222222221	929
FBgn0030685	1014	1000	990	38	6	6.333333333333333	976
FBgn0030686	1016	1000	990	42	8	5.25	974
FBgn0030688	1000	1000	972	28	3	9.333333333333334	972
FBgn0030699	1000	1000	997	3	1	3	997
FBgn0030700	1005	1000	943	67	7	9.571428571428571	938
FBgn0030701	896	848	880	64	7	9.142857142857142	832
FBgn0030703	1000	1000	752	248	4	62	752
FBgn0030706	1039	1000	1016	62	13	4.769230769230769	977
FBgn0030707	1048	1000	1002	94	18	5.222222222222222	954
FBgn0030710	1000	1000	974	26	7	3.7142857142857144	974
