P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0039454	56	76	81	17	15	22	39	67	79	29	12	5
FBgn0039459	40	51	68	15	12	13	23	35	41	16	6	20
FBgn0039461	99	113	137	37	31	36	46	76	70	49	32	36
FBgn0039462	31	35	44	23	30	27	55	73	77	19	37	58
FBgn0039463	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0039464	1012	1051	1074	163	170	177	1330.682	1265	1637	402	470	437
FBgn0039465	118	114	142	49	53.001	78	85	104	110	62	86	81
FBgn0039466	2264	2047.003	1789	1441	1684.759	1211	1222	2412	1632	1319	1544	1221
FBgn0039467	63	99.999	87	49	96.001	68	31	40	55	63	67	68
FBgn0039469	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039470	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0039471	8	0	0	0	0	0	0	0	0	0	0	0
FBgn0039472	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039473	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039474	0	0	0	0	0	0	14	8	2	0	0	0
FBgn0039478	0	2	1	0	0	7	0	0	0	0	0	10.611
FBgn0039479	0	0	4	0	0	0	1	2	2	1	0	0
FBgn0039480	5	3	10	1	3	3	12	6	18	6	1	2
FBgn0039481	1	1	2	6	4	2	1	1	3	0	0	0
FBgn0039482	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039483	40	49	51	12	5	5	1	2	3	16	0	0
FBgn0039485	10	6	5	15	10	9	5	0	8	3	0	7
FBgn0039486	2	3	1	11	24	6	1419	1334	1712	260	334	280
FBgn0039487	389	351	531	186	169	134	829	803	1028	414	376	340
FBgn0039488	128	119	113	37	45	53	124	130	148	67	69	59
FBgn0039489	45	44	55	21	20	14	66	73	68	21	23	36
FBgn0039490	0	1	3	0	1	0	2	0	0	0	2	0
FBgn0039491	6	0	4	0	0	2	10	6	0	0	0	0
FBgn0039492	2213	1923.001	1683	853	1044	804	1342.32	1776	1375	641	826	664
FBgn0039494	355	394	529	103	122	133	119	80	118	26	22	31
FBgn0039495	0	4	0	0	0	0	0	0	0	0	2	0
FBgn0039498	2	2	3	0	2	4	4	0	0	0	1	0
FBgn0039500	7	23	17	3	17	16	12	34	29	16	8	14
FBgn0039501	6	18	2	2	3	5	3	7	1	0	0	0
FBgn0039503	0	1	2	1	0	1	0	1	0	0	0	0
FBgn0039504	0	3	0	0	0	0	1	3	6	0	0	0
FBgn0039505	123	122	201	33	56	35	171	122	209	59	52	48
FBgn0039507	1056	1071	1096.001	567	635	596	793.026	1093	1020	578	603	584
FBgn0039508	390	434	455	175	220	205	285	295	358	233	203	195
FBgn0039509	273	252	320	168	198	215	206	175	195	121	186	207
FBgn0039510	0	0	0	1	0	0	11	2	1	4	2	0
FBgn0039511	4	3	1	0	0	0	11	2	1	0	0	0
FBgn0039520	0	0	0	0	0	0	0	1	2	0	1	1
FBgn0039521	20555.006	25116.233	32806.94	7768	8079	8303.998	16533.677	14907.02	16312.565	9746.167	10937.63	11268
FBgn0039522	0	0	0	0	0	0	310	538	471	114	87	78
FBgn0039523	0	0	0	0	0	0	890	1127	1129	302	373	357
FBgn0039525	43	35	49	24	2	19	10	19	23	16	20	10
FBgn0039527	17	28	17	28	17	16	12	13	25	26	23	20
FBgn0039528	557	619	564	162	275	208	405	626	621.04	211	239	200
FBgn0039529	232	302	292	95	296	757	196	466	138	184	380	902
FBgn0039530	9	13	15	4	5	8	12	20	25	9	7	19
FBgn0039531	180	195	252	59	74	53	100	58	71	51	41	51
FBgn0039532	157	130	152	61	55	59	96	138	168	49	78	67
FBgn0039536	1	3	0	0	3	2	0	7	11	3	3	0
FBgn0039537	559	691	732	243	255	328	805.002	589	716	215	256	245
FBgn0039543	86.001	101	105.001	45	50	50	112	151	119	55	121	100
FBgn0039544	139	155	125	56	72	73	156	205	217	85	71	89
FBgn0039551	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039552	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039554	624	534	562	215	251	222	505	420	556	170	245	166
FBgn0039555	559	574.281	732	234	254	273	212	210	245	155	172	172
FBgn0039557	315	298	343	140	110	125	169	147	212	115	108	127
FBgn0039558	231	309	348	116	96	106	232	229	277	85	91	89
FBgn0039559	580	544	457	203	207	179	559	899	813	272	269	242
FBgn0039560	1972.001	2149.999	2035	706	731	636	989	1468	1461.002	637	608	499
FBgn0039561	195	320	295	126	124	107	415	567	502	226	237	195
FBgn0039562	46535.207	46470.398	43352.496	10715	10359	7250	41597.312	42598.502	48097.709	12541	11896	8589.925
FBgn0039563	191	187	198	137	92	90	74	90	117	72	49	63
FBgn0039564	165	215	197	67	81	75	1556.014	1745	1719	683	736	682
FBgn0039565	74	84	109	36	43	38	43.419	26.086	15.946	14.066	12.613	24.957
FBgn0039566	404	372	405	174	222	142	378	396	382	261	262	259
FBgn0039568	1725	1652	1686.001	581	595	594	876	546	702	303	277	276
FBgn0039577	0	0	0	0	0	0	2	0	0	0	2	0
FBgn0039580	3347	3302	3493	822	764	578	2002	2303	2593	688	649	503
FBgn0039581	914	1153.001	1208.001	339	315	330	798.002	1135	1198	330	273	240
FBgn0039582	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039584	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039588	72	92	99	24	25	31	12	9	17	17	10	6
FBgn0039589	205.635	180.974	198.822	60.052	78.669	76.327	104.922	159.518	127.851	91.664	54.997	73.494
FBgn0039590	505.365	593.026	429.178	816.948	834.331	561.673	599.078	1083.482	1046.149	581.336	568.003	376.506
FBgn0039591	0	7	6	1	2	0	1760.15	1907	2218	730	805	755
FBgn0039592	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039593	3	1	0	2	4	0	5	1	0	0	0	0
FBgn0039594	49	62	76	33	12	21	42.999	42	55	38	26	16
FBgn0039595	111	148	107	50	33	33	43	30	29	16	28	13
FBgn0039596	240	246	245	99	69	82	2	0	4	1	0	0
FBgn0039597	25288.361	23744.597	26396.185	7575	7961.001	7815	20741.023	17125.22	22859.092	8441	8890.953	9301.002
FBgn0039598	57847.734	55928.724	60899.957	14369	15549.006	14971.055	39368.113	38104.358	41356.031	14388	15856.089	14963.286
FBgn0039599	9054	8410	10558	2288	2542	2430	4324.001	3405.273	4672.001	1721	1932	1788
FBgn0039600	1360.001	1591	1787.001	629	557	504	1122	1288	1470	536	522	427
FBgn0039601	589	536	607	195	156	144	475	463	529	186	190	185
FBgn0039602	518	463	465	191	195	196	142.214	151.567	191.44	54.6	62.584	77.495
FBgn0039609	5	6	5	2	0	0	0	0	4	1	0	2
FBgn0039611	2	3	1	1	3	2	2	1	0	3	0	0
FBgn0039612	49	47	39	17	10	18	10	13	26	21	13	18
FBgn0039616	13485	12931.932	13340.202	2909	3348	3327	10699.014	10009.497	11235.056	3615	4021	3926.156
FBgn0039617	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039620	532	519	553	143	158	106	386.69	290.66	423.775	72	60	33
FBgn0039621	212	184	284	47	44	43	219.31	144.339	210.225	71	58	38
FBgn0039622	9	17	11	4	2	1	57	47	47	27	43	85
FBgn0039623	375	389	471	144	160	142	280.593	322.125	323.058	113	145.874	118.08
FBgn0039625	411	457	534	108	126	120	135	134	148	63	56	75
FBgn0039626	306	370	355	141	123	130	210	274	266	136	83	83
FBgn0039627	38	47	121	50	43	42	94	68	129	59	62	52
FBgn0039630	0	0	0	0	0	0	165	137	131	101	100	95
FBgn0039631	52	51	31	37	28	37	51	65	53	37	35	26
FBgn0039632	204	225	199	91	118	107	161	280	240	107	96	89
FBgn0039634	828	791	854	341	368	306	1455	1540	1658.001	477	490	413
FBgn0039635	1385	1585.251	1774.998	490	529	544	1390	1214	1495	485	502	523
FBgn0039636	105	135	140	52	47	42	130	150	141	88	73	67
FBgn0039637	530	339	345.999	209	262	240	257.955	299	249	171	261	257
FBgn0039638	17	15	19	1	4	5	41	34	33	3	11	17
FBgn0039639	42	40	47	18	16	13	36.878	42	37	18	18.041	30.645
FBgn0039640	95	165	166	49	52	36	26	83	37	39	46	54
FBgn0039641	171	179	213	76	70	59	206	168	211	81	42	59
FBgn0039642	14	33	30	13	17	20	22	13	18	8	7	6
FBgn0039644	264	278	284	362	502	571	245	433	332	234	287	324
FBgn0039645	0	0	0	0	0	5	9.652	4.253	0	3	0	0
FBgn0039647	8	12	10	4	4	5	5.348	8.747	12	18	6	10
FBgn0039648	0	1	1	0	0	0	0	0	3	0	0	0
FBgn0039650	59	62	62	27	35	18	49	62	79	44	39	59
FBgn0039651	1	1	1	0	0	3	2	0	1	0	1	0
FBgn0039654	258	301	288	118	122	74	195	265	224	99	90	84
FBgn0039655	13	27	25	15	42	89	22	56	8	14	54	113
FBgn0039656	12	9	11	3	12	5	1	7	3	0	1	1
FBgn0039659	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039663	87.541	91.062	105.67	41.432	31.041	33.4	75.03	60.19	85.949	20.016	38.718	46.363
FBgn0039664	519.29	444.574	554.864	141.754	160.606	138.757	113.76	132.231	140.078	89.475	74.925	93.77
FBgn0039665	141	131	164	66	90	98	361.002	311	342.001	157	172	124
FBgn0039667	311	343	333	143	143	169	199.641	218.836	225.462	93.09	143.8	124.642
FBgn0039668	2815.42	2825	2589.001	795	945	866.999	1264.358	1632.166	1454.538	725.91	783.199	754.358
FBgn0039669	0	2	0	0	0	0	13	7	8	4	1	0
FBgn0039670	0	0	0	0	0	0	0	0	0	0	3	0
FBgn0039671	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039673	0	0	0	1.14	0	0	378.794	416.298	457.515	185.04	170.666	198.415
FBgn0039674	843	925	1007.719	274	356	302	589	604	610	259	304	275
FBgn0039675	0	0	0	0	0	0	0	0	4	0	0	0
FBgn0039676	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039677	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039678	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0039679	0	0	0	0	0	0	35.021	32.005	50.74	26.451	42.13	17.312
FBgn0039680	77	85	99	35	37	47	33	72	71	27	14	31
FBgn0039681	23	29	30	36	11	25	55	39	57	28	14	20
FBgn0039682	142	109	129	25	44	24	112	83	116	59	34	30
FBgn0039683	0	2	0	0	0	0	0	0	4	0	0	0
FBgn0039684	1377	1743	2066	771	595	700	1834.002	1655.021	2940.209	1133.097	1054	1307.001
FBgn0039685	71	58	70	11	29	23	190	172	206	68	63	87
FBgn0039686	154	184	231	55	49	55	92	85	126	32	29	22
FBgn0039687	31	37	42	14	14	12	140	83	125	41	27	37
FBgn0039688	639	561	482	282	262	227	189	268	282	174	209	146
FBgn0039689	354	385	412	166	152	149	345	282	348	168	178	168
FBgn0039690	634	691.999	650	278	227	242.999	401	289	380	143	141	161
FBgn0039691	491	506	555	235	255	208	387	443	417	221	257.378	226
FBgn0039694	4	6	2	0	1	5	5	0	2	0	3	0
FBgn0039696	168	183	153	61	67	61	124	132	156	69	72	73
FBgn0039697	1620.763	1849	2024	576	621	626	940	762	1104.006	507	559	616
FBgn0039698	385	454	614	195	199	237	294	260	324	170	160	206
FBgn0039702	176	155	191	57	83	86	204.339	206.656	179.05	79.802	90.323	134.224
FBgn0039703	3	0	2	2	2	1	10	4	29	1	4	3
FBgn0039704	64	83	74	16	23	9	16	21	20	2	8	11
FBgn0039705	81	90	87	41	36	37	83	73	69	51	32	26
FBgn0039707	1	1	0	1	0	1	0	0	0	0	0	0
FBgn0039709	99	119	127	39	45	28	3	0	9	2	3	2
FBgn0039710	348.001	348.999	456.001	146	165	182	227	204	235	155	210	176
FBgn0039711	192	196	241	154	159	178	43	39	55	53	66	54
FBgn0039712	244	308	311	106	124	163	240	253	284	151	191	169
FBgn0039713	4440.069	4998.069	6184.271	2426	2566.638	2473.039	553.006	338.789	519.105	1015.44	1033	866.003
FBgn0039714	1161.07	1103	1222	289	369	417	952.999	714.001	930	276	342	266.001
FBgn0039718	0	0	0	0	0	0	0	5	1	0	0	0
FBgn0039719	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039722	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039723	0	1	0	0	0	2	1	1	2	2	0	0
FBgn0039726	315	369	472	115	139	133	393	344	425	163	183	213
FBgn0039727	3706	3674	2948	1023	1017	633	2145	2915	2916	887	811	551
FBgn0039728	1	1	3	0	0	0	3	10	9	2	5	2
FBgn0039730	386	492	446	232	259	151	206	256	261	95	124	107
FBgn0039731	8	4	13	6	6	3	12	4	17	6	7	4
FBgn0039732	112	144	187	72	50	63	147	87	146	47	60	40
FBgn0039733	118.999	135	135	57	64	57	102	117	120	66	108	55
FBgn0039734	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0039735	406	436	586	206	193	200	383	217	313	182	155	156
FBgn0039736	0	1	4	4	0	0	5	8	7	2	2	1
FBgn0039737	3590	4177	4171	2002	2185	1877	2332	2412.002	2861	1718.432	1912	1666
FBgn0039738	188	151	183	79	52	56	59	125	91	63	80	87
FBgn0039739	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039740	91	106	107	34	41	43	93.476	139.01	124.158	49.349	46.835	49.902
FBgn0039741	154	207	233	53	72	52	161	142	186	61	57	76
FBgn0039742	35	40	49	18	28	16	34	25	30	30	29	21
FBgn0039743	561	539	672	263	259	204	408	374	411	191	156	185
FBgn0039744	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039747	6	11	9	19	9	9	29	24	31	16	10	10
FBgn0039748	5.31	0	2	4	2.057	7.676	1	3	3	1	4.142	4
FBgn0039749	84.69	62	92	76	51.942	66.324	42	67	43	52	54.858	51
FBgn0039751	160	189	252	108	77	79	141	113	188	79	65	78
FBgn0039752	0	2	2	0	0	0	2	0	0	0	1	0
FBgn0039754	4656	4770.001	4720	2293	2315	1842	431	515	525	273	292	282
FBgn0039755	509	729	530	109	128	88	107	96	126	21	30	26
FBgn0039756	227	327	487	187	214	187	501	563	572	249	254	181
FBgn0039757	328.249	351	521.239	611.999	731	567	274	123	258	631.001	597.006	479.561
FBgn0039758	0	1	0	0	1	1	1	1	3	0	5	5
FBgn0039759	1	2	2	1	0	4	231	225	256.001	176	183	145
FBgn0039760	26	41	38	19	20	18	148	174	186	78	109	119
FBgn0039761	2	0	2	0	0	0	0	2	0	1	3	5
FBgn0039764	56	56	71	39	36	39	70	54	80	45	43	28
FBgn0039765	64	84	91	41	35	17	100	53	80	37	43	40
FBgn0039766	19	34	31	11	18	24	37	19	34	22	21	44
FBgn0039767	351.996	383	422	216	255	192	292	314	315	167	150	145
FBgn0039768	1	0	1	0	0	0	1	0	0	0	0	0
FBgn0039769	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0039770	7	3	6	0	13	7	6	41	20	3	15	16
FBgn0039771	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0039773	72	51	57	24	30	19	43	91	70	24	22	15
FBgn0039774	13	5	7	6	6	12	4	12	2	13	7	2
FBgn0039776	831	902	1052	253	275	207	932	920	1036	215	261	231
FBgn0039779	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0039780	308	267	283	137	144	131	9	7	14	3	5	6
FBgn0039782	11872.853	10665	11386	2893	3082.999	2988	6402.837	5725	7025.957	2792	2803	3173.434
FBgn0039784	501	531	509	101	90	88	377	293	446.018	179	211	187
FBgn0039787	10176.017	9474.999	9620.121	2814	3029	2832.999	7115	8090	7950.008	2225	2588	2383
FBgn0039788	1	3	0	0	1	0	16	4	12	5	0	3
FBgn0039789	0	0	3	0	3	2	1	6	1	5	0	0
FBgn0039790	389.012	430.001	560.999	209.001	212.999	245	208	219	294	221	229.306	232
FBgn0039792	3	7	7	4	0	0	4	0	0	0	0	0
FBgn0039795	47	52	76	7	11	1	0	0	0	0	2	0
FBgn0039796	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0039797	0	1	4	0	0	0	10	0	1	0	0	0
FBgn0039798	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0039799	0	0	1	0	0	0	2	0	0	0	0	0
FBgn0039802	521	477	662	321	381	346	457.004	374.025	443	208	203	237
FBgn0039804	0	0	0	0	0	0	3	0	2	2	1	0
FBgn0039805	4	3	2	2	0	0	6	0	7	2	0	1
FBgn0039806	0	0	0	0	0	0	2	13	3	0	0	0
FBgn0039807	0	3	0	0	1	0	329	436	567	68	89	73
FBgn0039808	1	1	1	0	0	3	1	3	0	0	1	3
FBgn0039809	7	17	18	8	10	12	24	17	23	19	14	11
FBgn0039810	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039811	0	0	0	1	0	0	0	0	0	0	0	1
FBgn0039812	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039816	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0039817	6	3	3	2	4	3	18	13	11	2	3	7
FBgn0039818	259	136	110	66	106	85	181	99	138	66	76	62
FBgn0039820	1	1	3	2	0	0	4	10	19	2	1	3
FBgn0039821	108	96	113	84	71	39	74	53	60	20	27	11
FBgn0039827	0	2	1	3	3	1	11	19	40	18	5	3
FBgn0039828	274	338	470	148	150	115	272	194	273	187	133	143
FBgn0039829	40	63	101	49	26	35	44	57	67	30	51	42
FBgn0039830	3799	4260.021	4988	1860	2084.362	1772	2763.012	3170.01	3101	1658	1750	1641
FBgn0039831	682	745	705	325	382	322	310	481	425	248	238	171
FBgn0039833	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0039835	65	98	121	27	45	18	97	74	66	56	46	44
FBgn0039836	29	27	23	7	19	7	18	3	10	19	5	10
FBgn0039838	42	41	55	23	17	17	0	0	0	1.034	2.075	0
FBgn0039839	3	12	4	0	0	0	0	0	0	0	0	0
FBgn0039840	4	4	9	0	9	4	0	0	0	3	0	0
FBgn0039844	18	31	29	7	11	4	42	73	60	30	23	37
FBgn0039846	153.581	177.364	207.77	75	62	64.245	90	86	124	58	63	48
FBgn0039848	0	1	2	2	0	0	2	0	2	2	2	0
FBgn0039849	634.005	817	1063	289	288	220	853	662	1221.006	236	239	194
FBgn0039850	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039851	9	6	3	1	3	1	0	0	10	0	1	0
FBgn0039852	1	0	2	2	0	0	6	1	8	3	4	9
FBgn0039854	139	155	229	52	84	74	123	149	125	32	61	55
FBgn0039855	0	3	0	0	0	0	3	0	0	0	0	0
FBgn0039856	524	486	441.002	170	279	296	204	231	227	166	220	253
FBgn0039857	11984	13166.131	17169.559	6077	6361	6457	5792.964	4492.267	6282.011	5995	6236.102	6305.002
FBgn0039858	6300.202	6616	6541	2191	2123	1953	4237.18	5382.11	5722.001	2389.091	2504	2308
FBgn0039859	97	104	111	47	24	25	81	84	125	45	32	36
FBgn0039860	40	49	63	22	16	14	77	55	85	22	32	33
FBgn0039861	104	111	136.999	36	40	54	109	156	148	89	79	79
FBgn0039862	7	2	1	1	2	1	37	45	64	26	25	26
FBgn0039863	1852	1949	1884	739	879.002	645	1081	1674.03	1464.983	641	779	577
FBgn0039864	1	1	2	0	7	7	1765	1374	1844	475	545	478
FBgn0039867	170	154	239	66	49	63	170	144	168	55	86	34
FBgn0039868	132	121	213	81	66	80	143	81	161	92	108	84
FBgn0039869	78	90	105	23	50	30	388	342	362	104	112	118
FBgn0039870	255	284	341	125	100	102	114	100	111	89	45	70
FBgn0039873	1	0	0	0	0	0	0	0	2	0	0	0
FBgn0039875	5199	5044	5213	1538	1548	1246	3730	3960	4112	1190	1289.001	917
FBgn0039876	44	51	50	27	29	28	28	23	36	20	17	17
FBgn0039877	209	243	357	100	111	128	157	179	161	54	76	78
FBgn0039879	4	2	4	1	2	0	5	9	6	0	0	5
FBgn0039881	139	156	159	6	17	7	12	1	2	4	1	0
FBgn0039882	76	114	151	54	62	70	199	240	264	94	112	102.002
FBgn0039883	25	30	16	12	10	8	123	200	217	60	53	32
FBgn0039886	549	547	661.999	151	133	130	79	92	84	33	42	68
FBgn0039887	1	4	1	0	0	0	1	2	2	0	0	0
FBgn0039889	279.001	286	411	114	125	172.999	382.975	364	447	171.999	156.001	199.999
FBgn0039890	1528.001	1583.999	1802	626.001	751	688	1531.444	1698	1775.324	720.001	729	739.881
FBgn0039896	7	6	4	1	2	2	11	10	8	3	8	0
FBgn0039897	435	735.999	739.999	227	212	243	340.001	640.999	542.002	261.001	255.001	303
FBgn0039900	37.001	39	59	16	32	19	157.68	124.818	149.819	64.287	60.482	71
FBgn0039902	1365.752	1391.494	1594.307	598	603.874	682.624	1341	1056	1470	589	651	696
FBgn0039904	1471	1367	1336	592	601.999	488	1346	1609.001	1694.001	635	706.999	527
FBgn0039907	1221.032	1193	1075	511	551	441	745	1127	1037	482	592	432
FBgn0039908	246.344	334.155	333.506	163.201	160	98.183	276.564	493.82	430.346	247	292	263
FBgn0039909	1880	1894.982	1927	674	669	698	1445	1513	1663	633	662	774
FBgn0039914	4253	4405.002	5936	2165	2334	2173	2126	1253	2241.049	1154	1030	982
FBgn0039915	335	343	426	110	122	132	42	23	36	38	30	12
FBgn0039916	249	291	279	88	107	65	617.521	659	880.999	179	180.999	188.999
FBgn0039920	806.065	829	1032	435	446	420	716.637	951.115	883.028	333.328	425.82	350.689
FBgn0039923	1551.005	1429.018	1690	766	839	749	464.745	712.948	677.205	312.995	374.788	230.19
FBgn0039924	312	281	427.845	151	180	178	331	264	286	187	141.29	218.995
FBgn0039927	237	299.001	346	142	161	154	17	77	32	51	56	76.001
FBgn0039928	6225.164	6151.001	6046.005	2196.001	2342	2251	3356	4040	4359.007	1938	2086	2216
FBgn0039929	1218	1373	1703	476	410	441	425	383	448	264	271	308
FBgn0039930	138	140	212	221	202	269	238	178	278.001	128	120	149
FBgn0039932	201	270.431	293	95	89	68	21.313	9.022	15.42	10.54	5.672	13.673
FBgn0039936	2482	2263	2573.001	994	930.999	862	2407.996	3082	3456	1273	1328	1075
FBgn0039937	0	0	0	0	0	1	5.003	28	17	11	6	10
FBgn0039938	43	47	47	41	40	31	24	15	16	8	5	12
FBgn0039941	0	1.014	1.005	0	0	0	7.333	6.196	4.269	2.073	0	5.309
FBgn0039942	100	129.986	179.995	0	0	0	158.668	117.804	161.731	148.927	184	199.691
FBgn0039943	270	264	312	0	0	0	198	153	212	158	185	191
FBgn0039944	366.065	399	392	0	0	0	1077.891	1090.278	1196.186	864.737	887.151	880.743
FBgn0039946	52	57	66	0	0	0	40	53	52	29	45	28
FBgn0039958	451	471	545.001	232	248	245	225	305	294	141	175	193
FBgn0039965	191	224	259	0	0	0	86	75	110	121	123	149
FBgn0039966	170	217	195	0	3	1	114	82	109	155	148	147
FBgn0039969	718.996	759.052	993.001	361	374	441	279	207	282	134	121	161
FBgn0039970	2353	2186	2553	1142	1432	1509	997	1148	1040	959	1044	1086
FBgn0039972	1976.551	2033	1946	213	314	198	0	2	2	7	17	5
FBgn0039993	1536	1376	1736	723	741	781	539	479	622	354	288	373
FBgn0039994	528	583	680	208	207.001	220	777.999	870.001	954.001	413.001	429	335
FBgn0040005	1932	2133	2363	577	591	637.999	1658.009	1408	1893	607	524	554
FBgn0040007	7544.626	8404.741	11792.215	6624.599	6740	7791	15247.195	9106	13578.887	17205.955	17719	18866
FBgn0040009	318	365	376	168	177	156	133	144	164	98	81	79
FBgn0040010	543	549.999	694.001	164	183.999	215	738	680	790	389	317	304
FBgn0040011	1338	1293	1469	461	422	409	1099	1336	1313	570	486	477
FBgn0040031	0	4	0	0	0	0	0	0	0	0	0	0
FBgn0040056	588.001	669.001	777	103	117	98	1020	1270	1334	424	515	445
FBgn0040060	0	10	5	0	0	0	89	5	11	0	0	0
FBgn0040063	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0040064	571	791	685	203	323	282	690	472	661	226	228	288
FBgn0040066	382	455	522	0	0	0	369	339	371	420	467	328
FBgn0040068	783.001	933	929	0	0	0	419.036	581.151	476.849	461.886	512.706	414.677
FBgn0040070	2352.688	2228	3190.001	1311	1422	1524	2265	2089.071	2256.897	1038	1072	1015
FBgn0040071	49	87	72	37	63	41	59	119	104	44	27	27
FBgn0040074	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040075	156	166	202	88	61	80	159	119	157	124	122	87
FBgn0040076	11.343	27.41	19.494	8.549	9.922	2.629	0	0	0	0	0	0
FBgn0040077	441.657	429.59	572.506	200.451	210.078	231.371	341	236	327	257	304	217
FBgn0040078	486	522	622	229	226	186	274	258	325	97	107	84
FBgn0040079	244	280	300	214	249	216	308	324	341	140	166	175
FBgn0040080	415	406	397	186	169	195	354	527	440	155	176	164
FBgn0040087	2182	2151	2259	1	0	0	1500	1538	1662	947	901	672
FBgn0040089	80	100.001	92	0	0	0	37	70.999	63.999	72.999	56	71
FBgn0040091	126	172	168	56	53	64	40	64	56	50	38	52
FBgn0040092	42586.196	42057.269	49730.225	21008	20504.038	22279.343	27532.914	25960.738	30723.716	22039	21360.147	23078.306
FBgn0040093	44687.938	44764.401	50623.079	22705	21801.173	24556.01	38600.704	38790.62	43368.208	24107	23602	25989.468
FBgn0040096	0	2	0	0	0	0	1	1	0	1	1	0
FBgn0040097	72642.757	66694.879	80209.373	13105.017	13950	14656.764	36910.545	33126.443	39515.005	14463	15863.324	16479
FBgn0040098	50726.679	47263.309	52635.966	14039.977	15056.005	16049.023	21282.472	16936.034	21804.042	7597.866	8036.99	8654.989
FBgn0040102	16	10	1	7	9	15	5.294	9.514	9.689	4.419	7.71	12.258
FBgn0040104	0	0	0	0	0	0	13.159	6.06	4.119	2.683	12.034	2.45
FBgn0040106	1424.006	1366	1607	326	358	353	7265.997	6314	7551.156	1813	2039	1898.006
FBgn0040107	4019.614	3612	4453	1005	1019	1004	8941.098	8571.859	9151.761	3341	3546	3724.814
FBgn0040153	1469.999	1896	1570.001	0	1	1	2590	3066	2927	3263	4016.964	3736
FBgn0040206	512.001	558	591	205	172	191	424	568	480.625	208	207	220
FBgn0040207	139	154	181	0	0	0	148	191	237	211	228	212
FBgn0040208	323	400	466.11	143	140	127.126	488.12	448.27	534.068	201.224	175	205.249
FBgn0040211	1	3	3	2	3	1	1	0	1	3	0	0
FBgn0040212	113	102	86	50	59	58.525	204.282	193.521	224.943	131.322	80.771	112.159
FBgn0040227	6289.883	6557.009	7794.343	2556	2831	2565	4124.002	5929	5087	4007	4123	3835.002
FBgn0040228	144	178	218	65	77	87	201	154	212	82	64	82
FBgn0040230	350	469	421	165	171	153	298	378	373	140	178	143
FBgn0040234	706	671	746	0	0	0	758	956.537	937	623	693	539
FBgn0040235	446	442	526	0	0	0	331	293	370	349	361	402
FBgn0040236	1478.743	1326.433	1371.198	0	0	0	1568	2067	1930	1704.006	1926.972	1394
FBgn0040238	564	587	675	187	227	159	972	953	1079	205	285	234.006
FBgn0040239	358	436	477	188	175	154	354	310.004	377	170	155	158
FBgn0040250	5	11	6	0	2	1	0	0	0	0	2	2
FBgn0040251	5	5	1	7	1	2	0	0	0	2	2	0
FBgn0040252	2	4	7	0	0	6	2	3	8	1	5	3
FBgn0040256	79	93	67	24	11	29	12	2	5	1	4	46
FBgn0040257	10	19	24	12	36	19	3	1	4	17	13	7
FBgn0040259	362	406	446	462	502	652	52	105	65	184	204	265
FBgn0040260	416	459	578	251	227	263	176	151	240	113	137	140
FBgn0040261	3	3	2	2	1	4	0	0	0	0	0	0
FBgn0040268	70	86	93	57	69	41	58	106	99	65	88	64
FBgn0040271	532.462	674.748	659.291	206.07	177.053	186.515	70	136	99	64	57	97
FBgn0040273	1347	1356	1272	468	477	439	896	1028	1120	389	372	327
FBgn0040279	0	0	0	0	0	0	0	7	1	4	3	3
FBgn0040281	4	10	5	8	3	2	3	4	2	3	4	5
